"UF";"Município";"Ano";"Transferência";"Valor Consolidado";"Código IBGE";"Código SIAFI"
"BA";"Serra do Ramalho";"2020";"LC 176/2020 (ADO25)";"R$50.041,22";"2930154";"3039"
"BA";"Serra do Ramalho";"2020";"Royalties - CFEM";"R$436,58";"2930154";"3039"
"BA";"Serra do Ramalho";"2020";"Royalties - FEP";"R$375.022,33";"2930154";"3039"
"BA";"Serra do Ramalho";"2021";"LC 176/2020 (ADO25)";"R$44.069,40";"2930154";"3039"
"BA";"Serra do Ramalho";"2021";"Royalties - CFEM";"R$846,54";"2930154";"3039"
"BA";"Serra do Ramalho";"2021";"Royalties - FEP";"R$608.009,67";"2930154";"3039"
"BA";"Serra do Ramalho";"2022";"Cessão Onerosa - PBAM";"R$447.288,26";"2930154";"3039"
"BA";"Serra do Ramalho";"2022";"LC 176/2020 (ADO25)";"R$47.503,80";"2930154";"3039"
"BA";"Serra do Ramalho";"2022";"Royalties - CFEM";"R$3.807,23";"2930154";"3039"
"BA";"Serra do Ramalho";"2022";"Royalties - FEP";"R$949.620,10";"2930154";"3039"
"BA";"Serra do Ramalho";"2023";"AFM/AFE - AUX";"R$988.351,22";"2930154";"3039"
"BA";"Serra do Ramalho";"2023";"LC 176/2020 (ADO25)";"R$53.026,80";"2930154";"3039"
"BA";"Serra do Ramalho";"2023";"Royalties - CFEM";"R$65.948,81";"2930154";"3039"
"BA";"Serra do Ramalho";"2023";"Royalties - FEP";"R$860.299,80";"2930154";"3039"
"BA";"Serra do Ramalho";"2024";"LC 176/2020 (ADO25)";"R$68.666,16";"2930154";"3039"
"BA";"Serra do Ramalho";"2024";"Royalties - CFEM";"R$20.146,02";"2930154";"3039"
"BA";"Serra do Ramalho";"2024";"Royalties - FEP";"R$924.132,33";"2930154";"3039"
"BA";"Serra do Ramalho";"2025";"LC 176/2020 (ADO25)";"R$71.545,92";"2930154";"3039"
"BA";"Serra do Ramalho";"2025";"Royalties - CFEM";"R$21.472,94";"2930154";"3039"
"BA";"Serra do Ramalho";"2025";"Royalties - FEP";"R$978.201,12";"2930154";"3039"
"BA";"Serra do Ramalho";"2026";"LC 176/2020 (ADO25)";"R$48.482,07";"2930154";"3039"
"BA";"Serra do Ramalho";"2026";"Royalties - CFEM";"R$12.342,97";"2930154";"3039"
"BA";"Serra do Ramalho";"2026";"Royalties - FEP";"R$703.831,04";"2930154";"3039"
"BA";"Serra Dourada";"2016";"FEX";"R$21.411,59";"2930303";"3905"
"BA";"Serra Dourada";"2016";"Royalties - FEP";"R$138.891,28";"2930303";"3905"
"BA";"Serra Dourada";"2017";"FEX";"R$12.682,36";"2930303";"3905"
"BA";"Serra Dourada";"2017";"Royalties - FEP";"R$182.704,58";"2930303";"3905"
"BA";"Serra Dourada";"2018";"Royalties - CFEM";"R$104,64";"2930303";"3905"
"BA";"Serra Dourada";"2018";"Royalties - FEP";"R$279.711,83";"2930303";"3905"
"BA";"Serra Dourada";"2019";"Cessão Onerosa - PBAM";"R$957.442,37";"2930303";"3905"
"BA";"Serra Dourada";"2019";"Royalties - CFEM";"R$209,28";"2930303";"3905"
"BA";"Serra Dourada";"2019";"Royalties - FEP";"R$282.340,62";"2930303";"3905"
"BA";"Serra Dourada";"2020";"AFM/AFE - AUX";"R$1.387.465,11";"2930303";"3905"
"BA";"Serra Dourada";"2020";"FEX";"R$0,00";"2930303";"3905"
"BA";"Serra Dourada";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$251.103,84";"2930303";"3905"
"BA";"Serra Dourada";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$1.318.307,49";"2930303";"3905"
"BA";"Serra Dourada";"2020";"LC 176/2020 (ADO25)";"R$28.225,27";"2930303";"3905"
"BA";"Serra Dourada";"2020";"Royalties - CFEM";"R$104,64";"2930303";"3905"
"BA";"Serra Dourada";"2020";"Royalties - FEP";"R$281.266,77";"2930303";"3905"
"BA";"Serra Dourada";"2021";"LC 176/2020 (ADO25)";"R$24.931,44";"2930303";"3905"
"BA";"Serra Dourada";"2021";"Royalties - CFEM";"R$104,64";"2930303";"3905"
"BA";"Serra Dourada";"2021";"Royalties - FEP";"R$456.007,26";"2930303";"3905"
"BA";"Serra Dourada";"2022";"Cessão Onerosa - PBAM";"R$325.006,13";"2930303";"3905"
"BA";"Serra Dourada";"2022";"LC 176/2020 (ADO25)";"R$25.167,72";"2930303";"3905"
"BA";"Serra Dourada";"2022";"Royalties - CFEM";"R$234,17";"2930303";"3905"
"BA";"Serra Dourada";"2022";"Royalties - FEP";"R$712.215,10";"2930303";"3905"
"BA";"Serra Dourada";"2023";"AFM/AFE - AUX";"R$741.263,42";"2930303";"3905"
"BA";"Serra Dourada";"2023";"LC 176/2020 (ADO25)";"R$25.703,52";"2930303";"3905"
"BA";"Serra Dourada";"2023";"Royalties - CFEM";"R$104,64";"2930303";"3905"
"BA";"Serra Dourada";"2023";"Royalties - FEP";"R$638.896,18";"2930303";"3905"
"BA";"Serra Dourada";"2024";"LC 176/2020 (ADO25)";"R$29.453,40";"2930303";"3905"
"BA";"Serra Dourada";"2024";"Royalties - CFEM";"R$15,75";"2930303";"3905"
"BA";"Serra Dourada";"2024";"Royalties - FEP";"R$693.099,28";"2930303";"3905"
"BA";"Serra Dourada";"2025";"LC 176/2020 (ADO25)";"R$29.346,48";"2930303";"3905"
"BA";"Serra Dourada";"2025";"Royalties - CFEM";"R$723,95";"2930303";"3905"
"BA";"Serra Dourada";"2025";"Royalties - FEP";"R$733.650,86";"2930303";"3905"
"BA";"Serra Dourada";"2026";"LC 176/2020 (ADO25)";"R$21.007,49";"2930303";"3905"
"BA";"Serra Dourada";"2026";"Royalties - CFEM";"R$123,42";"2930303";"3905"
"BA";"Serra Dourada";"2026";"Royalties - FEP";"R$527.873,29";"2930303";"3905"
"BA";"Serra Preta";"2016";"FEX";"R$14.626,03";"2930402";"3907"
"BA";"Serra Preta";"2016";"Royalties - ANP";"R$15.408,21";"2930402";"3907"
"BA";"Serra Preta";"2016";"Royalties - FEP";"R$115.742,73";"2930402";"3907"
"BA";"Serra Preta";"2017";"FEX";"R$8.407,38";"2930402";"3907"
"BA";"Serra Preta";"2017";"Royalties - ANP";"R$15.102,61";"2930402";"3907"
"BA";"Serra Preta";"2017";"Royalties - FEP";"R$152.253,80";"2930402";"3907"
"BA";"Serra Preta";"2018";"Royalties - ANP";"R$17.352,03";"2930402";"3907"
"BA";"Serra Preta";"2018";"Royalties - FEP";"R$233.093,19";"2930402";"3907"
"BA";"Serra Preta";"2019";"Cessão Onerosa - PBAM";"R$797.868,64";"2930402";"3907"
"BA";"Serra Preta";"2019";"Royalties - ANP";"R$13.025,49";"2930402";"3907"
"BA";"Serra Preta";"2019";"Royalties - FEP";"R$235.283,87";"2930402";"3907"
"BA";"Serra Preta";"2020";"AFM/AFE - AUX";"R$1.156.220,93";"2930402";"3907"
"BA";"Serra Preta";"2020";"FEX";"R$0,00";"2930402";"3907"
"BA";"Serra Preta";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$214.437,73";"2930402";"3907"
"BA";"Serra Preta";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$1.125.802,20";"2930402";"3907"
"BA";"Serra Preta";"2020";"LC 176/2020 (ADO25)";"R$19.449,97";"2930402";"3907"
"BA";"Serra Preta";"2020";"Royalties - ANP";"R$9.243,22";"2930402";"3907"
"BA";"Serra Preta";"2020";"Royalties - FEP";"R$234.388,95";"2930402";"3907"
"BA";"Serra Preta";"2021";"LC 176/2020 (ADO25)";"R$17.063,52";"2930402";"3907"
"BA";"Serra Preta";"2021";"Royalties - ANP";"R$18.646,89";"2930402";"3907"
"BA";"Serra Preta";"2021";"Royalties - FEP";"R$380.006,05";"2930402";"3907"
"BA";"Serra Preta";"2022";"Cessão Onerosa - PBAM";"R$267.308,51";"2930402";"3907"
"BA";"Serra Preta";"2022";"LC 176/2020 (ADO25)";"R$17.443,20";"2930402";"3907"
"BA";"Serra Preta";"2022";"Royalties - ANP";"R$19.365,68";"2930402";"3907"
"BA";"Serra Preta";"2022";"Royalties - FEP";"R$593.512,55";"2930402";"3907"
"BA";"Serra Preta";"2023";"AFM/AFE - AUX";"R$741.263,42";"2930402";"3907"
"BA";"Serra Preta";"2023";"LC 176/2020 (ADO25)";"R$17.986,68";"2930402";"3907"
"BA";"Serra Preta";"2023";"Royalties - ANP";"R$8.983,56";"2930402";"3907"
"BA";"Serra Preta";"2023";"Royalties - FEP";"R$599.867,06";"2930402";"3907"
"BA";"Serra Preta";"2024";"LC 176/2020 (ADO25)";"R$26.577,12";"2930402";"3907"
"BA";"Serra Preta";"2024";"Royalties - ANP";"R$3.575,93";"2930402";"3907"
"BA";"Serra Preta";"2024";"Royalties - CFEM";"R$8.662,07";"2930402";"3907"
"BA";"Serra Preta";"2024";"Royalties - FEP";"R$693.099,28";"2930402";"3907"
"BA";"Serra Preta";"2025";"LC 176/2020 (ADO25)";"R$23.481,96";"2930402";"3907"
"BA";"Serra Preta";"2025";"Royalties - ANP";"R$2.521,49";"2930402";"3907"
"BA";"Serra Preta";"2025";"Royalties - CFEM";"R$15.373,30";"2930402";"3907"
"BA";"Serra Preta";"2025";"Royalties - FEP";"R$733.650,86";"2930402";"3907"
"BA";"Serra Preta";"2026";"LC 176/2020 (ADO25)";"R$14.814,94";"2930402";"3907"
"BA";"Serra Preta";"2026";"Royalties - ANP";"R$4.385,29";"2930402";"3907"
"BA";"Serra Preta";"2026";"Royalties - CFEM";"R$5.168,33";"2930402";"3907"
"BA";"Serra Preta";"2026";"Royalties - FEP";"R$527.873,29";"2930402";"3907"
"BA";"Serrinha";"2016";"FEX";"R$65.989,57";"2930501";"3909"
"BA";"Serrinha";"2016";"Royalties - ANP";"R$23.447,31";"2930501";"3909"
"BA";"Serrinha";"2016";"Royalties - CFEM";"R$8.703,37";"2930501";"3909"
"BA";"Serrinha";"2016";"Royalties - FEP";"R$324.079,64";"2930501";"3909"
"BA";"Serrinha";"2017";"FEX";"R$38.822,16";"2930501";"3909"
"BA";"Serrinha";"2017";"Royalties - ANP";"R$22.982,28";"2930501";"3909"
"BA";"Serrinha";"2017";"Royalties - CFEM";"R$5.722,53";"2930501";"3909"
"BA";"Serrinha";"2017";"Royalties - FEP";"R$426.310,64";"2930501";"3909"
"BA";"Serrinha";"2018";"Royalties - ANP";"R$26.405,27";"2930501";"3909"
"BA";"Serrinha";"2018";"Royalties - CFEM";"R$2.126,06";"2930501";"3909"
"BA";"Serrinha";"2018";"Royalties - FEP";"R$652.660,92";"2930501";"3909"
"BA";"Serrinha";"2019";"Cessão Onerosa - PBAM";"R$2.234.032,19";"2930501";"3909"
"BA";"Serrinha";"2019";"Royalties - ANP";"R$19.821,43";"2930501";"3909"
"BA";"Serrinha";"2019";"Royalties - CFEM";"R$28.097,42";"2930501";"3909"
"BA";"Serrinha";"2019";"Royalties - FEP";"R$658.794,81";"2930501";"3909"
"BA";"Serrinha";"2020";"AFM/AFE - AUX";"R$3.237.418,62";"2930501";"3909"
"BA";"Serrinha";"2020";"FEX";"R$0,00";"2930501";"3909"
"BA";"Serrinha";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$1.170.479,11";"2930501";"3909"
"BA";"Serrinha";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$6.145.110,84";"2930501";"3909"
"BA";"Serrinha";"2020";"LC 176/2020 (ADO25)";"R$89.418,30";"2930501";"3909"
"BA";"Serrinha";"2020";"Royalties - ANP";"R$14.065,27";"2930501";"3909"
"BA";"Serrinha";"2020";"Royalties - CFEM";"R$38.469,11";"2930501";"3909"
"BA";"Serrinha";"2020";"Royalties - FEP";"R$656.289,11";"2930501";"3909"
"BA";"Serrinha";"2021";"LC 176/2020 (ADO25)";"R$77.501,28";"2930501";"3909"
"BA";"Serrinha";"2021";"Royalties - ANP";"R$28.375,77";"2930501";"3909"
"BA";"Serrinha";"2021";"Royalties - CFEM";"R$71.913,03";"2930501";"3909"
"BA";"Serrinha";"2021";"Royalties - FEP";"R$1.064.016,91";"2930501";"3909"
"BA";"Serrinha";"2022";"Cessão Onerosa - PBAM";"R$781.515,54";"2930501";"3909"
"BA";"Serrinha";"2022";"LC 176/2020 (ADO25)";"R$81.892,68";"2930501";"3909"
"BA";"Serrinha";"2022";"Royalties - ANP";"R$29.469,57";"2930501";"3909"
"BA";"Serrinha";"2022";"Royalties - CFEM";"R$58.901,96";"2930501";"3909"
"BA";"Serrinha";"2022";"Royalties - FEP";"R$1.661.835,17";"2930501";"3909"
"BA";"Serrinha";"2023";"AFM/AFE - AUX";"R$1.729.614,64";"2930501";"3909"
"BA";"Serrinha";"2023";"LC 176/2020 (ADO25)";"R$81.114,96";"2930501";"3909"
"BA";"Serrinha";"2023";"Royalties - ANP";"R$13.670,65";"2930501";"3909"
"BA";"Serrinha";"2023";"Royalties - CFEM";"R$70.891,28";"2930501";"3909"
"BA";"Serrinha";"2023";"Royalties - FEP";"R$1.505.524,61";"2930501";"3909"
"BA";"Serrinha";"2024";"LC 176/2020 (ADO25)";"R$103.278,48";"2930501";"3909"
"BA";"Serrinha";"2024";"Royalties - ANP";"R$5.441,66";"2930501";"3909"
"BA";"Serrinha";"2024";"Royalties - CFEM";"R$403.897,72";"2930501";"3909"
"BA";"Serrinha";"2024";"Royalties - FEP";"R$1.617.231,59";"2930501";"3909"
"BA";"Serrinha";"2025";"LC 176/2020 (ADO25)";"R$106.534,20";"2930501";"3909"
"BA";"Serrinha";"2025";"Royalties - ANP";"R$3.837,06";"2930501";"3909"
"BA";"Serrinha";"2025";"Royalties - CFEM";"R$839.323,80";"2930501";"3909"
"BA";"Serrinha";"2025";"Royalties - FEP";"R$1.711.851,99";"2930501";"3909"
"BA";"Serrinha";"2026";"LC 176/2020 (ADO25)";"R$72.584,61";"2930501";"3909"
"BA";"Serrinha";"2026";"Royalties - ANP";"R$6.622,40";"2930501";"3909"
"BA";"Serrinha";"2026";"Royalties - CFEM";"R$353.818,13";"2930501";"3909"
"BA";"Serrinha";"2026";"Royalties - FEP";"R$1.231.704,35";"2930501";"3909"
"BA";"Serrolândia";"2016";"FEX";"R$13.840,58";"2930600";"3911"
"BA";"Serrolândia";"2016";"Royalties - ANP";"R$14.738,30";"2930600";"3911"
"BA";"Serrolândia";"2016";"Royalties - FEP";"R$92.594,18";"2930600";"3911"
"BA";"Serrolândia";"2017";"FEX";"R$8.283,80";"2930600";"3911"
"BA";"Serrolândia";"2017";"Royalties - ANP";"R$14.445,99";"2930600";"3911"
"BA";"Serrolândia";"2017";"Royalties - FEP";"R$152.253,80";"2930600";"3911"
"BA";"Serrolândia";"2018";"Royalties - ANP";"R$16.597,58";"2930600";"3911"
"BA";"Serrolândia";"2018";"Royalties - FEP";"R$233.093,19";"2930600";"3911"
"BA";"Serrolândia";"2019";"Cessão Onerosa - PBAM";"R$797.868,64";"2930600";"3911"
"BA";"Serrolândia";"2019";"Royalties - ANP";"R$12.459,14";"2930600";"3911"
"BA";"Serrolândia";"2019";"Royalties - FEP";"R$235.283,87";"2930600";"3911"
"BA";"Serrolândia";"2020";"AFM/AFE - AUX";"R$1.156.220,93";"2930600";"3911"
"BA";"Serrolândia";"2020";"FEX";"R$0,00";"2930600";"3911"
"BA";"Serrolândia";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$193.847,31";"2930600";"3911"
"BA";"Serrolândia";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$1.017.713,00";"2930600";"3911"
"BA";"Serrolândia";"2020";"Royalties - ANP";"R$8.841,15";"2930600";"3911"
"BA";"Serrolândia";"2020";"Royalties - FEP";"R$234.388,95";"2930600";"3911"
"BA";"Serrolândia";"2021";"LC 176/2020 (ADO25)";"R$35.733,97";"2930600";"3911"
"BA";"Serrolândia";"2021";"Royalties - ANP";"R$17.836,16";"2930600";"3911"
"BA";"Serrolândia";"2021";"Royalties - FEP";"R$380.006,05";"2930600";"3911"
"BA";"Serrolândia";"2022";"Cessão Onerosa - PBAM";"R$266.988,16";"2930600";"3911"
"BA";"Serrolândia";"2022";"LC 176/2020 (ADO25)";"R$17.122,92";"2930600";"3911"
"BA";"Serrolândia";"2022";"Royalties - ANP";"R$18.523,70";"2930600";"3911"
"BA";"Serrolândia";"2022";"Royalties - FEP";"R$593.512,55";"2930600";"3911"
"BA";"Serrolândia";"2023";"AFM/AFE - AUX";"R$617.719,52";"2930600";"3911"
"BA";"Serrolândia";"2023";"LC 176/2020 (ADO25)";"R$17.414,88";"2930600";"3911"
"BA";"Serrolândia";"2023";"Royalties - ANP";"R$8.592,96";"2930600";"3911"
"BA";"Serrolândia";"2023";"Royalties - FEP";"R$531.358,68";"2930600";"3911"
"BA";"Serrolândia";"2024";"LC 176/2020 (ADO25)";"R$19.925,64";"2930600";"3911"
"BA";"Serrolândia";"2024";"Royalties - ANP";"R$3.420,47";"2930600";"3911"
"BA";"Serrolândia";"2024";"Royalties - CFEM";"R$187.130,19";"2930600";"3911"
"BA";"Serrolândia";"2024";"Royalties - FEP";"R$577.582,73";"2930600";"3911"
"BA";"Serrolândia";"2025";"LC 176/2020 (ADO25)";"R$20.235,96";"2930600";"3911"
"BA";"Serrolândia";"2025";"Royalties - ANP";"R$2.411,85";"2930600";"3911"
"BA";"Serrolândia";"2025";"Royalties - CFEM";"R$492.866,00";"2930600";"3911"
"BA";"Serrolândia";"2025";"Royalties - FEP";"R$611.375,73";"2930600";"3911"
"BA";"Serrolândia";"2026";"LC 176/2020 (ADO25)";"R$13.783,98";"2930600";"3911"
"BA";"Serrolândia";"2026";"Royalties - ANP";"R$4.101,31";"2930600";"3911"
"BA";"Serrolândia";"2026";"Royalties - CFEM";"R$185.110,72";"2930600";"3911"
"BA";"Serrolândia";"2026";"Royalties - FEP";"R$439.894,42";"2930600";"3911"
"BA";"Simões Filho";"2016";"FEX";"R$894.236,09";"2930709";"3913"
"BA";"Simões Filho";"2016";"Royalties - ANP";"R$2.613.099,73";"2930709";"3913"
"BA";"Simões Filho";"2016";"Royalties - CFEM";"R$212.864,86";"2930709";"3913"
"BA";"Simões Filho";"2016";"Royalties - FEP";"R$416.673,85";"2930709";"3913"
"BA";"Simões Filho";"2017";"FEX";"R$494.951,86";"2930709";"3913"
"BA";"Simões Filho";"2017";"Royalties - ANP";"R$2.563.381,25";"2930709";"3913"
"BA";"Simões Filho";"2017";"Royalties - CFEM";"R$268.609,23";"2930709";"3913"
"BA";"Simões Filho";"2017";"Royalties - FEP";"R$548.113,70";"2930709";"3913"
"BA";"Simões Filho";"2018";"Royalties - ANP";"R$2.257.725,03";"2930709";"3913"
"BA";"Simões Filho";"2018";"Royalties - CFEM";"R$1.266.231,48";"2930709";"3913"
"BA";"Simões Filho";"2018";"Royalties - FEP";"R$839.135,46";"2930709";"3913"
"BA";"Simões Filho";"2019";"Cessão Onerosa - PBAM";"R$2.872.327,10";"2930709";"3913"
"BA";"Simões Filho";"2019";"Royalties - ANP";"R$987.140,14";"2930709";"3913"
"BA";"Simões Filho";"2019";"Royalties - CFEM";"R$760.897,52";"2930709";"3913"
"BA";"Simões Filho";"2019";"Royalties - FEP";"R$847.021,91";"2930709";"3913"
"BA";"Simões Filho";"2020";"AFM/AFE - AUX";"R$4.162.395,38";"2930709";"3913"
"BA";"Simões Filho";"2020";"FEX";"R$0,00";"2930709";"3913"
"BA";"Simões Filho";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$1.947.648,47";"2930709";"3913"
"BA";"Simões Filho";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$10.225.349,84";"2930709";"3913"
"BA";"Simões Filho";"2020";"LC 176/2020 (ADO25)";"R$1.104.825,63";"2930709";"3913"
"BA";"Simões Filho";"2020";"Royalties - ANP";"R$6.170.232,64";"2930709";"3913"
"BA";"Simões Filho";"2020";"Royalties - CFEM";"R$719.903,80";"2930709";"3913"
"BA";"Simões Filho";"2020";"Royalties - FEP";"R$843.800,27";"2930709";"3913"
"BA";"Simões Filho";"2021";"LC 176/2020 (ADO25)";"R$928.619,88";"2930709";"3913"
"BA";"Simões Filho";"2021";"Royalties - ANP";"R$9.378.025,10";"2930709";"3913"
"BA";"Simões Filho";"2021";"Royalties - CFEM";"R$753.794,67";"2930709";"3913"
"BA";"Simões Filho";"2021";"Royalties - FEP";"R$1.368.021,78";"2930709";"3913"
"BA";"Simões Filho";"2022";"Cessão Onerosa - PBAM";"R$1.820.988,32";"2930709";"3913"
"BA";"Simões Filho";"2022";"LC 176/2020 (ADO25)";"R$921.473,28";"2930709";"3913"
"BA";"Simões Filho";"2022";"Royalties - ANP";"R$10.103.897,94";"2930709";"3913"
"BA";"Simões Filho";"2022";"Royalties - CFEM";"R$815.046,20";"2930709";"3913"
"BA";"Simões Filho";"2022";"Royalties - FEP";"R$2.136.645,21";"2930709";"3913"
"BA";"Simões Filho";"2023";"AFM/AFE - AUX";"R$2.223.790,25";"2930709";"3913"
"BA";"Simões Filho";"2023";"LC 176/2020 (ADO25)";"R$908.412,48";"2930709";"3913"
"BA";"Simões Filho";"2023";"Royalties - ANP";"R$7.922.683,09";"2930709";"3913"
"BA";"Simões Filho";"2023";"Royalties - CFEM";"R$419.892,22";"2930709";"3913"
"BA";"Simões Filho";"2023";"Royalties - FEP";"R$1.929.345,86";"2930709";"3913"
"BA";"Simões Filho";"2024";"LC 176/2020 (ADO25)";"R$864.080,40";"2930709";"3913"
"BA";"Simões Filho";"2024";"Royalties - ANP";"R$6.948.250,35";"2930709";"3913"
"BA";"Simões Filho";"2024";"Royalties - CFEM";"R$464.555,21";"2930709";"3913"
"BA";"Simões Filho";"2024";"Royalties - FEP";"R$2.079.297,77";"2930709";"3913"
"BA";"Simões Filho";"2025";"LC 176/2020 (ADO25)";"R$956.852,64";"2930709";"3913"
"BA";"Simões Filho";"2025";"Royalties - ANP";"R$6.152.429,34";"2930709";"3913"
"BA";"Simões Filho";"2025";"Royalties - CFEM";"R$647.116,02";"2930709";"3913"
"BA";"Simões Filho";"2025";"Royalties - FEP";"R$2.200.952,54";"2930709";"3913"
"BA";"Simões Filho";"2026";"LC 176/2020 (ADO25)";"R$624.613,57";"2930709";"3913"
"BA";"Simões Filho";"2026";"Royalties - ANP";"R$4.636.644,10";"2930709";"3913"
"BA";"Simões Filho";"2026";"Royalties - CFEM";"R$365.305,05";"2930709";"3913"
"BA";"Simões Filho";"2026";"Royalties - FEP";"R$1.583.619,88";"2930709";"3913"
"BA";"Sítio do Mato";"2016";"FEX";"R$19.691,22";"2930758";"3041"
"BA";"Sítio do Mato";"2016";"Royalties - CFEM";"R$66,05";"2930758";"3041"
"BA";"Sítio do Mato";"2016";"Royalties - FEP";"R$92.594,18";"2930758";"3041"
"BA";"Sítio do Mato";"2017";"FEX";"R$11.305,10";"2930758";"3041"
"BA";"Sítio do Mato";"2017";"Royalties - CFEM";"R$340,78";"2930758";"3041"
"BA";"Sítio do Mato";"2017";"Royalties - FEP";"R$121.803,05";"2930758";"3041"
"BA";"Sítio do Mato";"2018";"Royalties - CFEM";"R$245,35";"2930758";"3041"
"BA";"Sítio do Mato";"2018";"Royalties - FEP";"R$186.474,54";"2930758";"3041"
"BA";"Sítio do Mato";"2019";"Cessão Onerosa - PBAM";"R$638.294,91";"2930758";"3041"
"BA";"Sítio do Mato";"2019";"Royalties - CFEM";"R$579,35";"2930758";"3041"
"BA";"Sítio do Mato";"2019";"Royalties - FEP";"R$188.227,08";"2930758";"3041"
"BA";"Sítio do Mato";"2020";"AFM/AFE - AUX";"R$924.976,77";"2930758";"3041"
"BA";"Sítio do Mato";"2020";"FEX";"R$0,00";"2930758";"3041"
"BA";"Sítio do Mato";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$188.274,44";"2930758";"3041"
"BA";"Sítio do Mato";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$988.454,99";"2930758";"3041"
"BA";"Sítio do Mato";"2020";"Royalties - CFEM";"R$200,12";"2930758";"3041"
"BA";"Sítio do Mato";"2020";"Royalties - FEP";"R$187.511,15";"2930758";"3041"
"BA";"Sítio do Mato";"2021";"LC 176/2020 (ADO25)";"R$48.180,72";"2930758";"3041"
"BA";"Sítio do Mato";"2021";"Royalties - CFEM";"R$374,23";"2930758";"3041"
"BA";"Sítio do Mato";"2021";"Royalties - FEP";"R$304.004,85";"2930758";"3041"
"BA";"Sítio do Mato";"2022";"Cessão Onerosa - PBAM";"R$222.395,58";"2930758";"3041"
"BA";"Sítio do Mato";"2022";"LC 176/2020 (ADO25)";"R$22.503,36";"2930758";"3041"
"BA";"Sítio do Mato";"2022";"Royalties - CFEM";"R$237,39";"2930758";"3041"
"BA";"Sítio do Mato";"2022";"Royalties - FEP";"R$474.810,06";"2930758";"3041"
"BA";"Sítio do Mato";"2023";"AFM/AFE - AUX";"R$494.175,61";"2930758";"3041"
"BA";"Sítio do Mato";"2023";"LC 176/2020 (ADO25)";"R$23.370,96";"2930758";"3041"
"BA";"Sítio do Mato";"2023";"Royalties - CFEM";"R$358,38";"2930758";"3041"
"BA";"Sítio do Mato";"2023";"Royalties - FEP";"R$430.149,91";"2930758";"3041"
"BA";"Sítio do Mato";"2024";"LC 176/2020 (ADO25)";"R$27.796,92";"2930758";"3041"
"BA";"Sítio do Mato";"2024";"Royalties - CFEM";"R$1.841,96";"2930758";"3041"
"BA";"Sítio do Mato";"2024";"Royalties - FEP";"R$462.066,16";"2930758";"3041"
"BA";"Sítio do Mato";"2025";"LC 176/2020 (ADO25)";"R$27.822,36";"2930758";"3041"
"BA";"Sítio do Mato";"2025";"Royalties - CFEM";"R$1.997,77";"2930758";"3041"
"BA";"Sítio do Mato";"2025";"Royalties - FEP";"R$611.375,73";"2930758";"3041"
"BA";"Sítio do Mato";"2026";"LC 176/2020 (ADO25)";"R$14.895,65";"2930758";"3041"
"BA";"Sítio do Mato";"2026";"Royalties - CFEM";"R$596,90";"2930758";"3041"
"BA";"Sítio do Mato";"2026";"Royalties - FEP";"R$439.894,42";"2930758";"3041"
"BA";"Sítio do Quinto";"2016";"FEX";"R$15.393,68";"2930766";"3043"
"BA";"Sítio do Quinto";"2016";"Royalties - ANP";"R$14.738,30";"2930766";"3043"
"BA";"Sítio do Quinto";"2016";"Royalties - FEP";"R$92.594,18";"2930766";"3043"
"BA";"Sítio do Quinto";"2017";"FEX";"R$8.314,10";"2930766";"3043"
"BA";"Sítio do Quinto";"2017";"Royalties - ANP";"R$14.445,99";"2930766";"3043"
"BA";"Sítio do Quinto";"2017";"Royalties - FEP";"R$121.803,05";"2930766";"3043"
"BA";"Sítio do Quinto";"2018";"Royalties - ANP";"R$16.597,58";"2930766";"3043"
"BA";"Sítio do Quinto";"2018";"Royalties - FEP";"R$186.474,54";"2930766";"3043"
"BA";"Sítio do Quinto";"2019";"Cessão Onerosa - PBAM";"R$638.294,91";"2930766";"3043"
"BA";"Sítio do Quinto";"2019";"Royalties - ANP";"R$12.459,14";"2930766";"3043"
"BA";"Sítio do Quinto";"2019";"Royalties - FEP";"R$188.227,08";"2930766";"3043"
"BA";"Sítio do Quinto";"2020";"AFM/AFE - AUX";"R$924.976,77";"2930766";"3043"
"BA";"Sítio do Quinto";"2020";"FEX";"R$0,00";"2930766";"3043"
"BA";"Sítio do Quinto";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$143.336,54";"2930766";"3043"
