"UF";"Município";"Ano";"Transferência";"Valor Consolidado";"Código IBGE";"Código SIAFI"
"AC";"Acrelândia";"2016";"FEX";"R$9.581,03";"1200013";"643"
"AC";"Acrelândia";"2016";"Royalties - FEP";"R$73.460,56";"1200013";"643"
"AC";"Acrelândia";"2017";"FEX";"R$1.384,57";"1200013";"643"
"AC";"Acrelândia";"2017";"Royalties - FEP";"R$93.561,41";"1200013";"643"
"AC";"Acrelândia";"2018";"Royalties - FEP";"R$143.668,09";"1200013";"643"
"AC";"Acrelândia";"2019";"Cessão Onerosa - PBAM";"R$488.534,52";"1200013";"643"
"AC";"Acrelândia";"2019";"Royalties - FEP";"R$143.956,50";"1200013";"643"
"AC";"Acrelândia";"2020";"AFM/AFE - AUX";"R$740.552,20";"1200013";"643"
"AC";"Acrelândia";"2020";"FEX";"R$0,00";"1200013";"643"
"AC";"Acrelândia";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$221.386,39";"1200013";"643"
"AC";"Acrelândia";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$2.324.280,02";"1200013";"643"
"AC";"Acrelândia";"2020";"Royalties - FEP";"R$142.368,09";"1200013";"643"
"AC";"Acrelândia";"2021";"LC 176/2020 (ADO25)";"R$14.578,46";"1200013";"643"
"AC";"Acrelândia";"2021";"Royalties - FEP";"R$230.816,09";"1200013";"643"
"AC";"Acrelândia";"2022";"Cessão Onerosa - PBAM";"R$158.136,72";"1200013";"643"
"AC";"Acrelândia";"2022";"LC 176/2020 (ADO25)";"R$6.254,88";"1200013";"643"
"AC";"Acrelândia";"2022";"Royalties - FEP";"R$360.769,60";"1200013";"643"
"AC";"Acrelândia";"2023";"AFM/AFE - AUX";"R$373.158,83";"1200013";"643"
"AC";"Acrelândia";"2023";"LC 176/2020 (ADO25)";"R$6.675,12";"1200013";"643"
"AC";"Acrelândia";"2023";"Royalties - FEP";"R$322.054,87";"1200013";"643"
"AC";"Acrelândia";"2024";"LC 176/2020 (ADO25)";"R$7.669,32";"1200013";"643"
"AC";"Acrelândia";"2024";"Royalties - CFEM";"R$728,33";"1200013";"643"
"AC";"Acrelândia";"2024";"Royalties - FEP";"R$348.912,57";"1200013";"643"
"AC";"Acrelândia";"2025";"LC 176/2020 (ADO25)";"R$11.544,12";"1200013";"643"
"AC";"Acrelândia";"2025";"Royalties - CFEM";"R$1.271,26";"1200013";"643"
"AC";"Acrelândia";"2025";"Royalties - FEP";"R$362.805,19";"1200013";"643"
"AC";"Acrelândia";"2026";"LC 176/2020 (ADO25)";"R$9.524,06";"1200013";"643"
"AC";"Acrelândia";"2026";"Royalties - CFEM";"R$284,43";"1200013";"643"
"AC";"Acrelândia";"2026";"Royalties - FEP";"R$261.428,02";"1200013";"643"
"AC";"Assis Brasil";"2016";"FEX";"R$10.907,64";"1200054";"157"
"AC";"Assis Brasil";"2016";"Royalties - FEP";"R$44.076,34";"1200054";"157"
"AC";"Assis Brasil";"2017";"FEX";"R$1.576,28";"1200054";"157"
"AC";"Assis Brasil";"2017";"Royalties - FEP";"R$56.136,83";"1200054";"157"
"AC";"Assis Brasil";"2018";"Royalties - FEP";"R$86.200,85";"1200054";"157"
"AC";"Assis Brasil";"2019";"Cessão Onerosa - PBAM";"R$293.120,71";"1200054";"157"
"AC";"Assis Brasil";"2019";"Royalties - FEP";"R$86.373,92";"1200054";"157"
"AC";"Assis Brasil";"2020";"AFM/AFE - AUX";"R$444.331,30";"1200054";"157"
"AC";"Assis Brasil";"2020";"FEX";"R$0,00";"1200054";"157"
"AC";"Assis Brasil";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$107.642,92";"1200054";"157"
"AC";"Assis Brasil";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$1.130.115,27";"1200054";"157"
"AC";"Assis Brasil";"2020";"LC 176/2020 (ADO25)";"R$9.109,54";"1200054";"157"
"AC";"Assis Brasil";"2020";"Royalties - FEP";"R$85.420,85";"1200054";"157"
"AC";"Assis Brasil";"2021";"LC 176/2020 (ADO25)";"R$7.034,04";"1200054";"157"
"AC";"Assis Brasil";"2021";"Royalties - FEP";"R$138.489,62";"1200054";"157"
"AC";"Assis Brasil";"2022";"Cessão Onerosa - PBAM";"R$97.351,92";"1200054";"157"
"AC";"Assis Brasil";"2022";"LC 176/2020 (ADO25)";"R$6.222,84";"1200054";"157"
"AC";"Assis Brasil";"2022";"Royalties - FEP";"R$216.461,75";"1200054";"157"
"AC";"Assis Brasil";"2023";"AFM/AFE - AUX";"R$223.895,31";"1200054";"157"
"AC";"Assis Brasil";"2023";"LC 176/2020 (ADO25)";"R$6.167,28";"1200054";"157"
"AC";"Assis Brasil";"2023";"Royalties - FEP";"R$195.558,61";"1200054";"157"
"AC";"Assis Brasil";"2024";"LC 176/2020 (ADO25)";"R$6.735,60";"1200054";"157"
"AC";"Assis Brasil";"2024";"Royalties - FEP";"R$209.347,54";"1200054";"157"
"AC";"Assis Brasil";"2025";"LC 176/2020 (ADO25)";"R$10.018,92";"1200054";"157"
"AC";"Assis Brasil";"2025";"Royalties - FEP";"R$217.683,10";"1200054";"157"
"AC";"Assis Brasil";"2026";"LC 176/2020 (ADO25)";"R$7.100,87";"1200054";"157"
"AC";"Assis Brasil";"2026";"Royalties - FEP";"R$156.856,83";"1200054";"157"
"AC";"Brasiléia";"2016";"FEX";"R$33.533,63";"1200104";"105"
"AC";"Brasiléia";"2016";"Royalties - FEP";"R$102.844,78";"1200104";"105"
"AC";"Brasiléia";"2017";"FEX";"R$4.846,01";"1200104";"105"
"AC";"Brasiléia";"2017";"Royalties - CFEM";"R$2.553,07";"1200104";"105"
"AC";"Brasiléia";"2017";"Royalties - FEP";"R$130.985,95";"1200104";"105"
"AC";"Brasiléia";"2018";"Royalties - CFEM";"R$5.633,54";"1200104";"105"
"AC";"Brasiléia";"2018";"Royalties - FEP";"R$201.135,34";"1200104";"105"
"AC";"Brasiléia";"2019";"Cessão Onerosa - PBAM";"R$683.948,33";"1200104";"105"
"AC";"Brasiléia";"2019";"Royalties - CFEM";"R$5.118,42";"1200104";"105"
"AC";"Brasiléia";"2019";"Royalties - FEP";"R$201.539,11";"1200104";"105"
"AC";"Brasiléia";"2020";"AFM/AFE - AUX";"R$1.036.773,06";"1200104";"105"
"AC";"Brasiléia";"2020";"FEX";"R$0,00";"1200104";"105"
"AC";"Brasiléia";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$381.406,68";"1200104";"105"
"AC";"Brasiléia";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$4.004.288,51";"1200104";"105"
"AC";"Brasiléia";"2020";"LC 176/2020 (ADO25)";"R$28.106,31";"1200104";"105"
"AC";"Brasiléia";"2020";"Royalties - CFEM";"R$5.358,16";"1200104";"105"
"AC";"Brasiléia";"2020";"Royalties - FEP";"R$199.315,34";"1200104";"105"
"AC";"Brasiléia";"2021";"LC 176/2020 (ADO25)";"R$21.627,60";"1200104";"105"
"AC";"Brasiléia";"2021";"Royalties - CFEM";"R$4.395,57";"1200104";"105"
"AC";"Brasiléia";"2021";"Royalties - FEP";"R$323.142,48";"1200104";"105"
"AC";"Brasiléia";"2022";"Cessão Onerosa - PBAM";"R$232.260,53";"1200104";"105"
"AC";"Brasiléia";"2022";"LC 176/2020 (ADO25)";"R$19.625,88";"1200104";"105"
"AC";"Brasiléia";"2022";"Royalties - CFEM";"R$1.954,78";"1200104";"105"
"AC";"Brasiléia";"2022";"Royalties - FEP";"R$505.077,39";"1200104";"105"
"AC";"Brasiléia";"2023";"AFM/AFE - AUX";"R$522.422,38";"1200104";"105"
"AC";"Brasiléia";"2023";"LC 176/2020 (ADO25)";"R$19.553,16";"1200104";"105"
"AC";"Brasiléia";"2023";"Royalties - FEP";"R$456.303,39";"1200104";"105"
"AC";"Brasiléia";"2024";"LC 176/2020 (ADO25)";"R$19.774,44";"1200104";"105"
"AC";"Brasiléia";"2024";"Royalties - CFEM";"R$804,69";"1200104";"105"
"AC";"Brasiléia";"2024";"Royalties - FEP";"R$488.477,57";"1200104";"105"
"AC";"Brasiléia";"2025";"LC 176/2020 (ADO25)";"R$29.588,64";"1200104";"105"
"AC";"Brasiléia";"2025";"Royalties - CFEM";"R$1.501,38";"1200104";"105"
"AC";"Brasiléia";"2025";"Royalties - FEP";"R$507.927,26";"1200104";"105"
"AC";"Brasiléia";"2026";"LC 176/2020 (ADO25)";"R$22.520,75";"1200104";"105"
"AC";"Brasiléia";"2026";"Royalties - CFEM";"R$356,48";"1200104";"105"
"AC";"Brasiléia";"2026";"Royalties - FEP";"R$365.999,27";"1200104";"105"
"AC";"Bujari";"2016";"FEX";"R$10.023,25";"1200138";"645"
"AC";"Bujari";"2016";"Royalties - FEP";"R$44.076,34";"1200138";"645"
"AC";"Bujari";"2017";"FEX";"R$1.448,48";"1200138";"645"
"AC";"Bujari";"2017";"Royalties - FEP";"R$56.136,83";"1200138";"645"
"AC";"Bujari";"2018";"Royalties - FEP";"R$86.200,85";"1200138";"645"
"AC";"Bujari";"2019";"Cessão Onerosa - PBAM";"R$293.120,71";"1200138";"645"
"AC";"Bujari";"2019";"Royalties - FEP";"R$86.373,92";"1200138";"645"
"AC";"Bujari";"2020";"FEX";"R$0,00";"1200138";"645"
"AC";"Bujari";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$148.961,91";"1200138";"645"
"AC";"Bujari";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$1.563.914,24";"1200138";"645"
"AC";"Bujari";"2020";"Royalties - FEP";"R$113.894,50";"1200138";"645"
"AC";"Bujari";"2021";"LC 176/2020 (ADO25)";"R$15.087,80";"1200138";"645"
"AC";"Bujari";"2021";"Royalties - FEP";"R$184.652,88";"1200138";"645"
"AC";"Bujari";"2022";"Cessão Onerosa - PBAM";"R$127.896,32";"1200138";"645"
"AC";"Bujari";"2022";"LC 176/2020 (ADO25)";"R$6.390,84";"1200138";"645"
"AC";"Bujari";"2022";"Royalties - FEP";"R$288.615,67";"1200138";"645"
"AC";"Bujari";"2023";"AFM/AFE - AUX";"R$298.527,07";"1200138";"645"
"AC";"Bujari";"2023";"LC 176/2020 (ADO25)";"R$6.347,28";"1200138";"645"
"AC";"Bujari";"2023";"Royalties - FEP";"R$260.744,81";"1200138";"645"
"AC";"Bujari";"2024";"LC 176/2020 (ADO25)";"R$7.280,28";"1200138";"645"
"AC";"Bujari";"2024";"Royalties - CFEM";"R$395,34";"1200138";"645"
"AC";"Bujari";"2024";"Royalties - FEP";"R$279.130,01";"1200138";"645"
"AC";"Bujari";"2025";"LC 176/2020 (ADO25)";"R$10.493,76";"1200138";"645"
"AC";"Bujari";"2025";"Royalties - CFEM";"R$849,47";"1200138";"645"
"AC";"Bujari";"2025";"Royalties - FEP";"R$362.805,19";"1200138";"645"
"AC";"Bujari";"2026";"LC 176/2020 (ADO25)";"R$8.444,87";"1200138";"645"
"AC";"Bujari";"2026";"Royalties - CFEM";"R$202,17";"1200138";"645"
"AC";"Bujari";"2026";"Royalties - FEP";"R$261.428,02";"1200138";"645"
"AC";"Capixaba";"2016";"FEX";"R$9.654,73";"1200179";"647"
"AC";"Capixaba";"2016";"Royalties - FEP";"R$58.768,43";"1200179";"647"
"AC";"Capixaba";"2017";"FEX";"R$1.395,22";"1200179";"647"
"AC";"Capixaba";"2017";"Royalties - FEP";"R$74.849,12";"1200179";"647"
"AC";"Capixaba";"2018";"Royalties - FEP";"R$114.934,50";"1200179";"647"
"AC";"Capixaba";"2019";"Cessão Onerosa - PBAM";"R$390.827,62";"1200179";"647"
"AC";"Capixaba";"2019";"Royalties - FEP";"R$115.165,21";"1200179";"647"
"AC";"Capixaba";"2020";"AFM/AFE - AUX";"R$592.441,73";"1200179";"647"
"AC";"Capixaba";"2020";"FEX";"R$0,00";"1200179";"647"
"AC";"Capixaba";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$170.604,17";"1200179";"647"
"AC";"Capixaba";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$1.791.112,46";"1200179";"647"
"AC";"Capixaba";"2020";"Royalties - FEP";"R$113.894,50";"1200179";"647"
"AC";"Capixaba";"2021";"LC 176/2020 (ADO25)";"R$14.508,15";"1200179";"647"
"AC";"Capixaba";"2021";"Royalties - FEP";"R$184.652,88";"1200179";"647"
"AC";"Capixaba";"2022";"Cessão Onerosa - PBAM";"R$127.474,27";"1200179";"647"
"AC";"Capixaba";"2022";"LC 176/2020 (ADO25)";"R$5.968,80";"1200179";"647"
"AC";"Capixaba";"2022";"Royalties - FEP";"R$288.615,67";"1200179";"647"
"AC";"Capixaba";"2023";"AFM/AFE - AUX";"R$298.527,07";"1200179";"647"
"AC";"Capixaba";"2023";"LC 176/2020 (ADO25)";"R$5.891,16";"1200179";"647"
"AC";"Capixaba";"2023";"Royalties - FEP";"R$256.868,66";"1200179";"647"
"AC";"Capixaba";"2024";"LC 176/2020 (ADO25)";"R$6.599,28";"1200179";"647"
"AC";"Capixaba";"2024";"Royalties - CFEM";"R$1.009,78";"1200179";"647"
"AC";"Capixaba";"2024";"Royalties - FEP";"R$279.130,01";"1200179";"647"
"AC";"Capixaba";"2025";"LC 176/2020 (ADO25)";"R$9.780,48";"1200179";"647"
"AC";"Capixaba";"2025";"Royalties - CFEM";"R$1.723,62";"1200179";"647"
"AC";"Capixaba";"2025";"Royalties - FEP";"R$290.244,15";"1200179";"647"
"AC";"Capixaba";"2026";"LC 176/2020 (ADO25)";"R$7.769,02";"1200179";"647"
"AC";"Capixaba";"2026";"Royalties - CFEM";"R$393,91";"1200179";"647"
"AC";"Capixaba";"2026";"Royalties - FEP";"R$209.142,44";"1200179";"647"
"AC";"Cruzeiro do Sul";"2016";"FEX";"R$71.784,03";"1200203";"107"
"AC";"Cruzeiro do Sul";"2016";"Royalties - CFEM";"R$4.908,70";"1200203";"107"
"AC";"Cruzeiro do Sul";"2016";"Royalties - FEP";"R$205.689,60";"1200203";"107"
"AC";"Cruzeiro do Sul";"2017";"FEX";"R$10.373,65";"1200203";"107"
"AC";"Cruzeiro do Sul";"2017";"Royalties - CFEM";"R$8.895,96";"1200203";"107"
"AC";"Cruzeiro do Sul";"2017";"Royalties - FEP";"R$261.971,91";"1200203";"107"
"AC";"Cruzeiro do Sul";"2018";"Royalties - CFEM";"R$6.396,02";"1200203";"107"
"AC";"Cruzeiro do Sul";"2018";"Royalties - FEP";"R$402.270,69";"1200203";"107"
"AC";"Cruzeiro do Sul";"2019";"Cessão Onerosa - PBAM";"R$1.367.896,66";"1200203";"107"
"AC";"Cruzeiro do Sul";"2019";"Royalties - CFEM";"R$6.041,54";"1200203";"107"
"AC";"Cruzeiro do Sul";"2019";"Royalties - FEP";"R$403.078,21";"1200203";"107"
"AC";"Cruzeiro do Sul";"2020";"AFM/AFE - AUX";"R$2.073.546,13";"1200203";"107"
"AC";"Cruzeiro do Sul";"2020";"FEX";"R$0,00";"1200203";"107"
"AC";"Cruzeiro do Sul";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$1.280.092,18";"1200203";"107"
"AC";"Cruzeiro do Sul";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$13.439.486,99";"1200203";"107"
"AC";"Cruzeiro do Sul";"2020";"LC 176/2020 (ADO25)";"R$60.401,98";"1200203";"107"
"AC";"Cruzeiro do Sul";"2020";"Royalties - CFEM";"R$6.709,65";"1200203";"107"
"AC";"Cruzeiro do Sul";"2020";"Royalties - FEP";"R$398.630,65";"1200203";"107"
"AC";"Cruzeiro do Sul";"2021";"LC 176/2020 (ADO25)";"R$47.518,32";"1200203";"107"
"AC";"Cruzeiro do Sul";"2021";"Royalties - CFEM";"R$8.643,07";"1200203";"107"
"AC";"Cruzeiro do Sul";"2021";"Royalties - FEP";"R$646.285,00";"1200203";"107"
"AC";"Cruzeiro do Sul";"2022";"Cessão Onerosa - PBAM";"R$470.828,77";"1200203";"107"
"AC";"Cruzeiro do Sul";"2022";"LC 176/2020 (ADO25)";"R$45.559,56";"1200203";"107"
"AC";"Cruzeiro do Sul";"2022";"Royalties - CFEM";"R$11.833,03";"1200203";"107"
"AC";"Cruzeiro do Sul";"2022";"Royalties - FEP";"R$1.010.154,81";"1200203";"107"
"AC";"Cruzeiro do Sul";"2023";"AFM/AFE - AUX";"R$1.119.476,51";"1200203";"107"
"AC";"Cruzeiro do Sul";"2023";"LC 176/2020 (ADO25)";"R$51.926,76";"1200203";"107"
"AC";"Cruzeiro do Sul";"2023";"Royalties - CFEM";"R$30.989,05";"1200203";"107"
"AC";"Cruzeiro do Sul";"2023";"Royalties - FEP";"R$950.222,05";"1200203";"107"
"AC";"Cruzeiro do Sul";"2024";"LC 176/2020 (ADO25)";"R$58.174,92";"1200203";"107"
"AC";"Cruzeiro do Sul";"2024";"Royalties - CFEM";"R$33.104,80";"1200203";"107"
"AC";"Cruzeiro do Sul";"2024";"Royalties - FEP";"R$1.046.737,66";"1200203";"107"
"AC";"Cruzeiro do Sul";"2025";"LC 176/2020 (ADO25)";"R$79.776,96";"1200203";"107"
"AC";"Cruzeiro do Sul";"2025";"Royalties - CFEM";"R$41.139,82";"1200203";"107"
"AC";"Cruzeiro do Sul";"2025";"Royalties - FEP";"R$1.088.415,54";"1200203";"107"
"AC";"Cruzeiro do Sul";"2026";"LC 176/2020 (ADO25)";"R$53.106,62";"1200203";"107"
"AC";"Cruzeiro do Sul";"2026";"Royalties - CFEM";"R$31.351,32";"1200203";"107"
"AC";"Cruzeiro do Sul";"2026";"Royalties - FEP";"R$784.284,12";"1200203";"107"
"AC";"Epitaciolândia";"2016";"FEX";"R$10.907,64";"1200252";"651"
"AC";"Epitaciolândia";"2016";"Royalties - FEP";"R$73.460,56";"1200252";"651"
"AC";"Epitaciolândia";"2017";"FEX";"R$1.576,28";"1200252";"651"
"AC";"Epitaciolândia";"2017";"Royalties - FEP";"R$112.273,68";"1200252";"651"
"AC";"Epitaciolândia";"2018";"Royalties - FEP";"R$172.401,74";"1200252";"651"
"AC";"Epitaciolândia";"2019";"Cessão Onerosa - PBAM";"R$586.241,43";"1200252";"651"
"AC";"Epitaciolândia";"2019";"Royalties - FEP";"R$172.747,78";"1200252";"651"
"AC";"Epitaciolândia";"2020";"AFM/AFE - AUX";"R$888.662,59";"1200252";"651"
"AC";"Epitaciolândia";"2020";"FEX";"R$0,00";"1200252";"651"
"AC";"Epitaciolândia";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$267.179,36";"1200252";"651"
"AC";"Epitaciolândia";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$2.805.048,08";"1200252";"651"
"AC";"Epitaciolândia";"2020";"Royalties - FEP";"R$170.841,69";"1200252";"651"
"AC";"Epitaciolândia";"2021";"LC 176/2020 (ADO25)";"R$22.355,64";"1200252";"651"
"AC";"Epitaciolândia";"2021";"Royalties - FEP";"R$276.979,31";"1200252";"651"
"AC";"Epitaciolândia";"2022";"Cessão Onerosa - PBAM";"R$192.776,17";"1200252";"651"
"AC";"Epitaciolândia";"2022";"LC 176/2020 (ADO25)";"R$10.517,88";"1200252";"651"
"AC";"Epitaciolândia";"2022";"Royalties - FEP";"R$432.923,48";"1200252";"651"
"AC";"Epitaciolândia";"2023";"AFM/AFE - AUX";"R$447.790,60";"1200252";"651"
"AC";"Epitaciolândia";"2023";"LC 176/2020 (ADO25)";"R$10.634,28";"1200252";"651"
"AC";"Epitaciolândia";"2023";"Royalties - FEP";"R$391.117,20";"1200252";"651"
"AC";"Epitaciolândia";"2024";"LC 176/2020 (ADO25)";"R$11.638,32";"1200252";"651"
"AC";"Epitaciolândia";"2024";"Royalties - FEP";"R$418.695,06";"1200252";"651"
"AC";"Epitaciolândia";"2025";"LC 176/2020 (ADO25)";"R$18.098,52";"1200252";"651"
"AC";"Epitaciolândia";"2025";"Royalties - FEP";"R$435.366,20";"1200252";"651"
"AC";"Epitaciolândia";"2026";"LC 176/2020 (ADO25)";"R$14.576,24";"1200252";"651"
"AC";"Epitaciolândia";"2026";"Royalties - CFEM";"R$1.053,02";"1200252";"651"
"AC";"Epitaciolândia";"2026";"Royalties - FEP";"R$313.713,65";"1200252";"651"
"AC";"Feijó";"2016";"FEX";"R$22.036,38";"1200302";"113"
"AC";"Feijó";"2016";"Royalties - FEP";"R$117.536,92";"1200302";"113"
"AC";"Feijó";"2017";"FEX";"R$3.184,52";"1200302";"113"
"AC";"Feijó";"2017";"Royalties - FEP";"R$149.698,22";"1200302";"113"
"AC";"Feijó";"2018";"Royalties - FEP";"R$229.868,93";"1200302";"113"
"AC";"Feijó";"2019";"Cessão Onerosa - PBAM";"R$781.655,23";"1200302";"113"
"AC";"Feijó";"2019";"Royalties - CFEM";"R$3.003,29";"1200302";"113"
"AC";"Feijó";"2019";"Royalties - FEP";"R$230.330,42";"1200302";"113"
"AC";"Feijó";"2020";"AFM/AFE - AUX";"R$1.184.883,50";"1200302";"113"
"AC";"Feijó";"2020";"FEX";"R$0,00";"1200302";"113"
"AC";"Feijó";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$503.164,25";"1200302";"113"
"AC";"Feijó";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$5.282.674,12";"1200302";"113"
"AC";"Feijó";"2020";"Royalties - FEP";"R$227.788,94";"1200302";"113"
"AC";"Feijó";"2021";"LC 176/2020 (ADO25)";"R$32.649,78";"1200302";"113"
"AC";"Feijó";"2021";"Royalties - FEP";"R$369.305,69";"1200302";"113"
"AC";"Feijó";"2022";"Cessão Onerosa - PBAM";"R$255.618,70";"1200302";"113"
"AC";"Feijó";"2022";"LC 176/2020 (ADO25)";"R$12.607,68";"1200302";"113"
"AC";"Feijó";"2022";"Royalties - FEP";"R$577.231,30";"1200302";"113"
"AC";"Feijó";"2023";"AFM/AFE - AUX";"R$597.054,15";"1200302";"113"
"AC";"Feijó";"2023";"LC 176/2020 (ADO25)";"R$12.451,08";"1200302";"113"
"AC";"Feijó";"2023";"Royalties - FEP";"R$521.489,61";"1200302";"113"
"AC";"Feijó";"2024";"LC 176/2020 (ADO25)";"R$12.449,16";"1200302";"113"
"AC";"Feijó";"2024";"Royalties - FEP";"R$558.260,09";"1200302";"113"
"AC";"Feijó";"2025";"LC 176/2020 (ADO25)";"R$18.326,52";"1200302";"113"
"AC";"Feijó";"2025";"Royalties - FEP";"R$653.049,32";"1200302";"113"
"AC";"Feijó";"2026";"LC 176/2020 (ADO25)";"R$12.469,66";"1200302";"113"
"AC";"Feijó";"2026";"Royalties - FEP";"R$470.570,48";"1200302";"113"
"AC";"Jordão";"2016";"FEX";"R$10.318,04";"1200328";"653"
"AC";"Jordão";"2016";"Royalties - FEP";"R$44.076,34";"1200328";"653"
"AC";"Jordão";"2017";"FEX";"R$1.491,08";"1200328";"653"
"AC";"Jordão";"2017";"Royalties - FEP";"R$56.136,83";"1200328";"653"
"AC";"Jordão";"2018";"Royalties - FEP";"R$86.200,85";"1200328";"653"
"AC";"Jordão";"2019";"Cessão Onerosa - PBAM";"R$293.120,71";"1200328";"653"
"AC";"Jordão";"2019";"Royalties - FEP";"R$86.373,92";"1200328";"653"
"AC";"Jordão";"2020";"AFM/AFE - AUX";"R$444.331,30";"1200328";"653"
"AC";"Jordão";"2020";"FEX";"R$0,00";"1200328";"653"
"AC";"Jordão";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$120.793,77";"1200328";"653"
"AC";"Jordão";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$1.268.177,90";"1200328";"653"
"AC";"Jordão";"2020";"LC 176/2020 (ADO25)";"R$8.625,85";"1200328";"653"
"AC";"Jordão";"2020";"Royalties - FEP";"R$85.420,85";"1200328";"653"
"AC";"Jordão";"2021";"LC 176/2020 (ADO25)";"R$6.723,00";"1200328";"653"
"AC";"Jordão";"2021";"Royalties - FEP";"R$138.489,62";"1200328";"653"
"AC";"Jordão";"2022";"Cessão Onerosa - PBAM";"R$97.194,24";"1200328";"653"
"AC";"Jordão";"2022";"LC 176/2020 (ADO25)";"R$6.065,16";"1200328";"653"
"AC";"Jordão";"2022";"Royalties - FEP";"R$216.461,75";"1200328";"653"
"AC";"Jordão";"2023";"AFM/AFE - AUX";"R$223.895,30";"1200328";"653"
"AC";"Jordão";"2023";"LC 176/2020 (ADO25)";"R$5.853,24";"1200328";"653"
"AC";"Jordão";"2023";"Royalties - FEP";"R$199.434,76";"1200328";"653"
"AC";"Jordão";"2024";"LC 176/2020 (ADO25)";"R$6.529,44";"1200328";"653"
"AC";"Jordão";"2024";"Royalties - FEP";"R$209.347,54";"1200328";"653"
"AC";"Jordão";"2025";"LC 176/2020 (ADO25)";"R$9.528,84";"1200328";"653"
"AC";"Jordão";"2025";"Royalties - FEP";"R$217.683,10";"1200328";"653"
"AC";"Jordão";"2026";"LC 176/2020 (ADO25)";"R$5.588,87";"1200328";"653"
"AC";"Jordão";"2026";"Royalties - FEP";"R$156.856,83";"1200328";"653"
"AC";"Mâncio Lima";"2016";"FEX";"R$14.592,66";"1200336";"109"
"AC";"Mâncio Lima";"2016";"Royalties - CFEM";"R$548,14";"1200336";"109"
"AC";"Mâncio Lima";"2016";"Royalties - FEP";"R$88.152,67";"1200336";"109"
"AC";"Mâncio Lima";"2017";"FEX";"R$2.108,81";"1200336";"109"
"AC";"Mâncio Lima";"2017";"Royalties - CFEM";"R$1.072,99";"1200336";"109"
"AC";"Mâncio Lima";"2017";"Royalties - FEP";"R$112.273,68";"1200336";"109"
"AC";"Mâncio Lima";"2018";"Royalties - CFEM";"R$1.033,69";"1200336";"109"
"AC";"Mâncio Lima";"2018";"Royalties - FEP";"R$172.401,74";"1200336";"109"
"AC";"Mâncio Lima";"2019";"Cessão Onerosa - PBAM";"R$586.241,43";"1200336";"109"
"AC";"Mâncio Lima";"2019";"Royalties - CFEM";"R$801,77";"1200336";"109"
"AC";"Mâncio Lima";"2019";"Royalties - FEP";"R$172.747,78";"1200336";"109"
"AC";"Mâncio Lima";"2020";"AFM/AFE - AUX";"R$888.662,59";"1200336";"109"
"AC";"Mâncio Lima";"2020";"FEX";"R$0,00";"1200336";"109"
"AC";"Mâncio Lima";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO I";"R$275.537,72";"1200336";"109"
"AC";"Mâncio Lima";"2020";"LC 173/2020 (PFEC) - LC 173/2020 - PFEC INCISO II";"R$2.892.792,94";"1200336";"109"
"AC";"Mâncio Lima";"2020";"LC 176/2020 (ADO25)";"R$12.191,70";"1200336";"109"
"AC";"Mâncio Lima";"2020";"Royalties - CFEM";"R$390,70";"1200336";"109"
"AC";"Mâncio Lima";"2020";"Royalties - FEP";"R$170.841,69";"1200336";"109"
"AC";"Mâncio Lima";"2021";"LC 176/2020 (ADO25)";"R$9.448,08";"1200336";"109"
"AC";"Mâncio Lima";"2021";"Royalties - FEP";"R$276.979,31";"1200336";"109"
"AC";"Mâncio Lima";"2022";"Cessão Onerosa - PBAM";"R$190.739,50";"1200336";"109"
"AC";"Mâncio Lima";"2022";"LC 176/2020 (ADO25)";"R$8.481,24";"1200336";"109"
"AC";"Mâncio Lima";"2022";"Royalties - FEP";"R$432.923,48";"1200336";"109"
"AC";"Mâncio Lima";"2023";"AFM/AFE - AUX";"R$447.790,61";"1200336";"109"
"AC";"Mâncio Lima";"2023";"LC 176/2020 (ADO25)";"R$8.374,20";"1200336";"109"
