"Regiao";"UF";"Ano";"Transferência";"Valor Consolidado"
"Sudeste";"RJ";"2020";"AFM/AFE";"R$176.889.234,11"
"Sudeste";"RJ";"2020";"FEX";"R$0,00"
"Sudeste";"RJ";"2020";"LC 173/2020 (PFEC)";"R$2.419.247.557,00"
"Sudeste";"RJ";"2020";"LC 176/2020 (ADO25)";"R$87.975.450,00"
"Sudeste";"RJ";"2020";"Royalties";"R$11.818.304.293,73"
"Sudeste";"RJ";"2021";"LC 176/2020 (ADO25)";"R$87.975.450,00"
"Sudeste";"RJ";"2021";"Royalties";"R$19.431.876.867,59"
"Sudeste";"RJ";"2022";"Cessão Onerosa";"R$453.294.023,49"
"Sudeste";"RJ";"2022";"LC 176/2020 (ADO25)";"R$91.879.950,36"
"Sudeste";"RJ";"2022";"Royalties";"R$30.771.298.777,94"
"Sudeste";"RJ";"2023";"AFM/AFE";"R$45.638.803,35"
"Sudeste";"RJ";"2023";"LC 176/2020 (ADO25)";"R$108.808.956,24"
"Sudeste";"RJ";"2023";"LC 201/2023 – COMPENSAÇÃO ICMS";"R$1.615.400.000,00"
"Sudeste";"RJ";"2023";"Royalties";"R$25.414.923.314,66"
"Sudeste";"RJ";"2024";"LC 176/2020 (ADO25)";"R$98.125.800,96"
"Sudeste";"RJ";"2024";"Royalties";"R$25.954.719.962,66"
"Sudeste";"RJ";"2025";"LC 176/2020 (ADO25)";"R$121.203.156,60"
"Sudeste";"RJ";"2025";"Royalties";"R$26.308.105.029,94"
"Sudeste";"RJ";"2026";"LC 176/2020 (ADO25)";"R$94.040.629,27"
"Sudeste";"RJ";"2026";"Royalties";"R$19.661.105.484,60"
"Sudeste";"SP";"2016";"FEX";"R$4.493.385,00"
"Sudeste";"SP";"2016";"Royalties";"R$829.116.598,10"
"Sudeste";"SP";"2017";"Royalties";"R$1.475.178.065,03"
"Sudeste";"SP";"2018";"Royalties";"R$2.427.761.903,08"
"Sudeste";"SP";"2019";"Cessão Onerosa";"R$308.197.299,20"
"Sudeste";"SP";"2019";"Royalties";"R$2.334.740.674,80"
"Sudeste";"SP";"2020";"AFM/AFE";"R$69.537.383,88"
"Sudeste";"SP";"2020";"FEX";"R$0,00"
"Sudeste";"SP";"2020";"LC 173/2020 (PFEC)";"R$7.604.535.160,02"
"Sudeste";"SP";"2020";"LC 176/2020 (ADO25)";"R$467.127.000,00"
"Sudeste";"SP";"2020";"Royalties";"R$1.521.031.760,98"
"Sudeste";"SP";"2021";"LC 176/2020 (ADO25)";"R$467.127.000,00"
"Sudeste";"SP";"2021";"Royalties";"R$2.648.715.442,98"
"Sudeste";"SP";"2022";"AFM/AFE";"R$1.534.379.840,70"
"Sudeste";"SP";"2022";"Cessão Onerosa";"R$563.716.035,80"
"Sudeste";"SP";"2022";"LC 176/2020 (ADO25)";"R$467.127.000,00"
"Sudeste";"SP";"2022";"Royalties";"R$4.043.129.298,86"
"Sudeste";"SP";"2023";"AFM/AFE";"R$41.570.279,26"
"Sudeste";"SP";"2023";"LC 176/2020 (ADO25)";"R$467.127.000,00"
"Sudeste";"SP";"2023";"Royalties";"R$2.631.353.547,21"
"Sudeste";"SP";"2024";"LC 176/2020 (ADO25)";"R$467.127.000,00"
"Sudeste";"SP";"2024";"Royalties";"R$2.101.963.748,51"
"Sudeste";"SP";"2025";"LC 176/2020 (ADO25)";"R$467.127.000,00"
"Sudeste";"SP";"2025";"Royalties";"R$1.427.174.579,49"
"Sudeste";"SP";"2026";"LC 176/2020 (ADO25)";"R$272.490.750,00"
"Sudeste";"SP";"2026";"Royalties";"R$1.166.082.225,18"
"Sul";"PR";"2016";"FEX";"R$168.618.937,50"
"Sul";"PR";"2016";"Royalties";"R$453.468.664,93"
"Sul";"PR";"2017";"FEX";"R$108.743.977,22"
"Sul";"PR";"2017";"Royalties";"R$442.478.103,50"
"Sul";"PR";"2018";"Royalties";"R$411.179.826,64"
"Sul";"PR";"2019";"Cessão Onerosa";"R$240.865.526,98"
"Sul";"PR";"2019";"Royalties";"R$326.822.993,51"
"Sul";"PR";"2020";"AFM/AFE";"R$189.268.158,72"
"Sul";"PR";"2020";"FEX";"R$0,00"
"Sul";"PR";"2020";"LC 173/2020 (PFEC)";"R$1.977.545.262,26"
"Sul";"PR";"2020";"LC 176/2020 (ADO25)";"R$254.337.150,00"
"Sul";"PR";"2020";"Royalties";"R$288.024.487,83"
"Sul";"PR";"2021";"LC 176/2020 (ADO25)";"R$247.777.219,32"
"Sul";"PR";"2021";"Royalties";"R$293.156.154,90"
"Sul";"PR";"2022";"AFM/AFE";"R$183.135.118,40"
"Sul";"PR";"2022";"Cessão Onerosa";"R$292.825.114,51"
"Sul";"PR";"2022";"LC 176/2020 (ADO25)";"R$217.337.856,60"
"Sul";"PR";"2022";"Royalties";"R$400.601.613,10"
"Sul";"PR";"2023";"AFM/AFE";"R$78.304.951,46"
"Sul";"PR";"2023";"LC 176/2020 (ADO25)";"R$187.742.710,92"
"Sul";"PR";"2023";"LC 201/2023 – COMPENSAÇÃO ICMS";"R$933.111.163,39"
"Sul";"PR";"2023";"Royalties";"R$412.830.795,26"
"Sul";"PR";"2024";"LC 176/2020 (ADO25)";"R$198.354.454,68"
"Sul";"PR";"2024";"Royalties";"R$462.777.341,82"
"Sul";"PR";"2025";"LC 176/2020 (ADO25)";"R$216.342.313,08"
"Sul";"PR";"2025";"Royalties";"R$470.187.072,76"
"Sul";"PR";"2026";"LC 176/2020 (ADO25)";"R$108.921.752,10"
"Sul";"PR";"2026";"Royalties";"R$292.281.445,73"
"Sul";"RS";"2016";"FEX";"R$261.251.932,50"
"Sul";"RS";"2016";"Royalties";"R$61.790.814,39"
"Sul";"RS";"2017";"FEX";"R$138.879.593,98"
"Sul";"RS";"2017";"Royalties";"R$46.276.378,42"
"Sul";"RS";"2018";"Royalties";"R$34.311.985,44"
"Sul";"RS";"2019";"Cessão Onerosa";"R$219.362.554,92"
"Sul";"RS";"2019";"Royalties";"R$30.556.387,85"
"Sul";"RS";"2020";"AFM/AFE";"R$126.012.273,25"
"Sul";"RS";"2020";"FEX";"R$0,00"
"Sul";"RS";"2020";"LC 173/2020 (PFEC)";"R$2.207.004.186,89"
"Sul";"RS";"2020";"LC 176/2020 (ADO25)";"R$276.038.400,00"
"Sul";"RS";"2020";"Royalties";"R$27.305.136,99"
"Sul";"RS";"2021";"LC 176/2020 (ADO25)";"R$266.211.923,16"
"Sul";"RS";"2021";"Royalties";"R$26.117.916,45"
"Sul";"RS";"2022";"Cessão Onerosa";"R$286.388.333,00"
"Sul";"RS";"2022";"LC 176/2020 (ADO25)";"R$217.640.106,72"
"Sul";"RS";"2022";"Royalties";"R$38.985.944,15"
"Sul";"RS";"2023";"AFM/AFE";"R$43.068.552,80"
"Sul";"RS";"2023";"LC 176/2020 (ADO25)";"R$231.763.674,36"
"Sul";"RS";"2023";"LC 201/2023 – COMPENSAÇÃO ICMS";"R$1.348.950.000,00"
"Sul";"RS";"2023";"Royalties";"R$34.078.890,11"
"Sul";"RS";"2024";"LC 176/2020 (ADO25)";"R$213.853.056,36"
"Sul";"RS";"2024";"LC 201/2023 – COMPENSAÇÃO ICMS";"R$674.480.000,00"
"Sul";"RS";"2024";"Royalties";"R$54.687.810,28"
"Sul";"RS";"2025";"LC 176/2020 (ADO25)";"R$214.453.662,72"
"Sul";"RS";"2025";"Royalties";"R$50.442.339,69"
"Sul";"RS";"2026";"LC 176/2020 (ADO25)";"R$127.283.278,92"
"Sul";"RS";"2026";"Royalties";"R$28.689.569,27"
"Sul";"SC";"2016";"FEX";"R$83.789.842,50"
"Sul";"SC";"2016";"Royalties";"R$59.515.968,49"
"Sul";"SC";"2017";"FEX";"R$35.506.512,24"
"Sul";"SC";"2017";"Royalties";"R$38.342.224,70"
"Sul";"SC";"2018";"Royalties";"R$30.222.989,26"
"Sul";"SC";"2019";"Cessão Onerosa";"R$92.042.737,18"
"Sul";"SC";"2019";"Royalties";"R$25.645.331,32"
"Sul";"SC";"2020";"AFM/AFE";"R$82.537.645,91"
"Sul";"SC";"2020";"FEX";"R$0,00"
"Sul";"SC";"2020";"LC 173/2020 (PFEC)";"R$1.359.137.456,85"
"Sul";"SC";"2020";"Royalties";"R$22.733.408,36"
"Sul";"SC";"2021";"LC 176/2020 (ADO25)";"R$177.201.455,76"
"Sul";"SC";"2021";"Royalties";"R$25.672.208,45"
"Sul";"SC";"2022";"AFM/AFE";"R$11.669.481,35"
"Sul";"SC";"2022";"Cessão Onerosa";"R$93.574.195,59"
"Sul";"SC";"2022";"LC 176/2020 (ADO25)";"R$64.728.001,08"
"Sul";"SC";"2022";"Royalties";"R$43.066.116,36"
"Sul";"SC";"2023";"AFM/AFE";"R$59.918.763,56"
"Sul";"SC";"2023";"LC 176/2020 (ADO25)";"R$65.987.403,60"
"Sul";"SC";"2023";"LC 201/2023 – COMPENSAÇÃO ICMS";"R$597.500.000,00"
"Sul";"SC";"2023";"Royalties";"R$38.595.974,28"
"Sul";"SC";"2024";"LC 176/2020 (ADO25)";"R$64.824.151,20"
"Sul";"SC";"2024";"Royalties";"R$55.826.563,55"
"Sul";"SC";"2025";"LC 176/2020 (ADO25)";"R$62.819.401,80"
"Sul";"SC";"2025";"Royalties";"R$50.970.849,60"
"Sul";"SC";"2026";"LC 176/2020 (ADO25)";"R$37.979.200,63"
"Sul";"SC";"2026";"Royalties";"R$27.230.128,00"
