"Regiao";"UF";"Ano";"Transferência";"Valor Consolidado"
"Centro-Oeste";"MT";"2019";"FUNDEB - LC 87";"R$0,00"
"Centro-Oeste";"MT";"2020";"FUNDEB - COUN";"R$0,00"
"Centro-Oeste";"MT";"2020";"FUNDEB - FPE";"R$215.379.227,61"
"Centro-Oeste";"MT";"2020";"FUNDEB - FPM";"R$180.118.228,94"
"Centro-Oeste";"MT";"2020";"FUNDEB - ICMS";"R$1.312.658.726,48"
"Centro-Oeste";"MT";"2020";"FUNDEB - IPI-EXP";"R$7.862.466,76"
"Centro-Oeste";"MT";"2020";"FUNDEB - IPVA";"R$79.667.346,01"
"Centro-Oeste";"MT";"2020";"FUNDEB - ITCMD";"R$11.534.946,11"
"Centro-Oeste";"MT";"2020";"FUNDEB - ITR";"R$24.165.409,05"
"Centro-Oeste";"MT";"2020";"FUNDEB - LC 87";"R$0,00"
"Centro-Oeste";"MT";"2021";"FUNDEB - COUN";"R$0,00"
"Centro-Oeste";"MT";"2021";"FUNDEB - FPE";"R$281.771.013,61"
"Centro-Oeste";"MT";"2021";"FUNDEB - FPM";"R$236.800.201,63"
"Centro-Oeste";"MT";"2021";"FUNDEB - ICMS";"R$1.840.252.558,53"
"Centro-Oeste";"MT";"2021";"FUNDEB - IPI-EXP";"R$12.518.137,14"
"Centro-Oeste";"MT";"2021";"FUNDEB - IPVA";"R$92.681.491,34"
"Centro-Oeste";"MT";"2021";"FUNDEB - ITCMD";"R$20.060.054,33"
"Centro-Oeste";"MT";"2021";"FUNDEB - ITR";"R$28.642.096,10"
"Centro-Oeste";"MT";"2021";"FUNDEB - LC 87";"R$0,00"
"Centro-Oeste";"MT";"2022";"FUNDEB - AFE";"R$19.551.888,65"
"Centro-Oeste";"MT";"2022";"FUNDEB - FPE";"R$351.575.743,06"
"Centro-Oeste";"MT";"2022";"FUNDEB - FPM";"R$308.316.655,02"
"Centro-Oeste";"MT";"2022";"FUNDEB - ICMS";"R$2.014.061.332,42"
"Centro-Oeste";"MT";"2022";"FUNDEB - IPI-EXP";"R$10.458.964,06"
"Centro-Oeste";"MT";"2022";"FUNDEB - IPVA";"R$127.291.351,93"
"Centro-Oeste";"MT";"2022";"FUNDEB - ITCMD";"R$22.396.163,47"
"Centro-Oeste";"MT";"2022";"FUNDEB - ITR";"R$36.883.851,44"
"Centro-Oeste";"MT";"2023";"FUNDEB - FPE";"R$342.868.162,87"
"Centro-Oeste";"MT";"2023";"FUNDEB - FPM";"R$295.195.751,05"
"Centro-Oeste";"MT";"2023";"FUNDEB - ICMS";"R$2.070.148.756,68"
"Centro-Oeste";"MT";"2023";"FUNDEB - IPI-EXP";"R$10.091.095,56"
"Centro-Oeste";"MT";"2023";"FUNDEB - IPVA";"R$152.146.228,45"
"Centro-Oeste";"MT";"2023";"FUNDEB - ITCMD";"R$19.170.549,81"
"Centro-Oeste";"MT";"2023";"FUNDEB - ITR";"R$41.291.139,85"
"Centro-Oeste";"MT";"2024";"FUNDEB - FPE";"R$362.184.247,20"
"Centro-Oeste";"MT";"2024";"FUNDEB - FPM";"R$312.334.406,12"
"Centro-Oeste";"MT";"2024";"FUNDEB - ICMS";"R$2.032.065.533,26"
"Centro-Oeste";"MT";"2024";"FUNDEB - IPI-EXP";"R$17.343.956,87"
"Centro-Oeste";"MT";"2024";"FUNDEB - IPVA";"R$156.758.333,28"
"Centro-Oeste";"MT";"2024";"FUNDEB - ITCMD";"R$17.523.744,21"
"Centro-Oeste";"MT";"2024";"FUNDEB - ITR";"R$42.834.828,73"
"Centro-Oeste";"MT";"2025";"FUNDEB - FPE";"R$376.039.027,69"
"Centro-Oeste";"MT";"2025";"FUNDEB - FPM";"R$333.260.485,51"
"Centro-Oeste";"MT";"2025";"FUNDEB - FUNDEB - FTI";"R$6.588.826,99"
"Centro-Oeste";"MT";"2025";"FUNDEB - ICMS";"R$2.286.549.038,23"
"Centro-Oeste";"MT";"2025";"FUNDEB - IPI-EXP";"R$15.276.294,82"
"Centro-Oeste";"MT";"2025";"FUNDEB - IPVA";"R$174.506.927,88"
"Centro-Oeste";"MT";"2025";"FUNDEB - ITCMD";"R$26.796.120,66"
"Centro-Oeste";"MT";"2025";"FUNDEB - ITR";"R$46.701.837,43"
"Centro-Oeste";"MT";"2026";"FUNDEB - COUN VAAF";"R$0,00"
"Centro-Oeste";"MT";"2026";"FUNDEB - COUN VAAR";"R$0,00"
"Centro-Oeste";"MT";"2026";"FUNDEB - COUN VAAT";"R$0,00"
"Centro-Oeste";"MT";"2026";"FUNDEB - FPE";"R$252.065.662,54"
"Centro-Oeste";"MT";"2026";"FUNDEB - FPM";"R$232.788.027,28"
"Centro-Oeste";"MT";"2026";"FUNDEB - FUNDEB - FTI";"R$1.162.734,17"
"Centro-Oeste";"MT";"2026";"FUNDEB - ICMS";"R$1.527.552.066,46"
"Centro-Oeste";"MT";"2026";"FUNDEB - IPI-EXP";"R$11.682.529,34"
"Centro-Oeste";"MT";"2026";"FUNDEB - IPVA";"R$150.738.918,65"
"Centro-Oeste";"MT";"2026";"FUNDEB - ITCMD";"R$21.495.293,68"
"Centro-Oeste";"MT";"2026";"FUNDEB - ITR";"R$6.856.977,78"
"Nordeste";"AL";"2016";"FUNDEB - COUN";"R$133.560.149,79"
"Nordeste";"AL";"2016";"FUNDEB - FPE";"R$196.207.626,67"
"Nordeste";"AL";"2016";"FUNDEB - FPM";"R$116.081.187,28"
"Nordeste";"AL";"2016";"FUNDEB - ICMS";"R$190.506.697,25"
"Nordeste";"AL";"2016";"FUNDEB - IPI-EXP";"R$127.167,93"
"Nordeste";"AL";"2016";"FUNDEB - IPVA";"R$15.926.047,14"
"Nordeste";"AL";"2016";"FUNDEB - ITCMD";"R$645.689,34"
"Nordeste";"AL";"2016";"FUNDEB - ITR";"R$84.385,19"
"Nordeste";"AL";"2016";"FUNDEB - LC 87";"R$873.395,16"
"Nordeste";"AL";"2017";"FUNDEB - COUN";"R$92.284.348,75"
"Nordeste";"AL";"2017";"FUNDEB - FPE";"R$188.621.107,26"
"Nordeste";"AL";"2017";"FUNDEB - FPM";"R$112.395.925,63"
"Nordeste";"AL";"2017";"FUNDEB - ICMS";"R$198.270.935,90"
"Nordeste";"AL";"2017";"FUNDEB - IPI-EXP";"R$660.879,20"
"Nordeste";"AL";"2017";"FUNDEB - IPVA";"R$15.217.414,47"
"Nordeste";"AL";"2017";"FUNDEB - ITCMD";"R$588.151,79"
"Nordeste";"AL";"2017";"FUNDEB - ITR";"R$115.253,89"
"Nordeste";"AL";"2017";"FUNDEB - LC 87";"R$884.164,16"
"Nordeste";"AL";"2018";"FUNDEB - COUN";"R$147.696.444,98"
"Nordeste";"AL";"2018";"FUNDEB - FPE";"R$193.449.305,74"
"Nordeste";"AL";"2018";"FUNDEB - FPM";"R$109.460.266,43"
"Nordeste";"AL";"2018";"FUNDEB - ICMS";"R$205.749.737,34"
"Nordeste";"AL";"2018";"FUNDEB - IPI-EXP";"R$644.811,98"
"Nordeste";"AL";"2018";"FUNDEB - IPVA";"R$15.725.946,51"
"Nordeste";"AL";"2018";"FUNDEB - ITCMD";"R$846.606,95"
"Nordeste";"AL";"2018";"FUNDEB - ITR";"R$116.726,03"
"Nordeste";"AL";"2018";"FUNDEB - LC 87";"R$826.512,60"
"Nordeste";"AL";"2019";"FUNDEB - COUN";"R$160.466.005,95"
"Nordeste";"AL";"2019";"FUNDEB - FPE";"R$211.687.273,84"
"Nordeste";"AL";"2019";"FUNDEB - FPM";"R$118.610.597,98"
"Nordeste";"AL";"2019";"FUNDEB - ICMS";"R$215.231.710,17"
"Nordeste";"AL";"2019";"FUNDEB - IPI-EXP";"R$101.822,67"
"Nordeste";"AL";"2019";"FUNDEB - IPVA";"R$17.367.655,12"
"Nordeste";"AL";"2019";"FUNDEB - ITCMD";"R$1.186.643,48"
"Nordeste";"AL";"2019";"FUNDEB - ITR";"R$101.671,54"
"Nordeste";"AL";"2019";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"AL";"2020";"FUNDEB - COUN";"R$145.324.989,79"
"Nordeste";"AL";"2020";"FUNDEB - FPE";"R$199.116.050,76"
"Nordeste";"AL";"2020";"FUNDEB - FPM";"R$112.238.052,35"
"Nordeste";"AL";"2020";"FUNDEB - ICMS";"R$221.097.116,93"
"Nordeste";"AL";"2020";"FUNDEB - IPI-EXP";"R$486.437,22"
"Nordeste";"AL";"2020";"FUNDEB - IPVA";"R$18.297.967,61"
"Nordeste";"AL";"2020";"FUNDEB - ITCMD";"R$975.732,42"
"Nordeste";"AL";"2020";"FUNDEB - ITR";"R$102.245,94"
"Nordeste";"AL";"2020";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"AL";"2021";"FUNDEB - COUN";"R$0,00"
"Nordeste";"AL";"2021";"FUNDEB - COUN VAAF";"R$149.988.240,12"
"Nordeste";"AL";"2021";"FUNDEB - FPE";"R$288.594.778,81"
"Nordeste";"AL";"2021";"FUNDEB - FPM";"R$159.261.564,66"
"Nordeste";"AL";"2021";"FUNDEB - ICMS";"R$311.477.369,45"
"Nordeste";"AL";"2021";"FUNDEB - IPI-EXP";"R$138.188,90"
"Nordeste";"AL";"2021";"FUNDEB - IPVA";"R$21.086.357,43"
"Nordeste";"AL";"2021";"FUNDEB - ITCMD";"R$1.961.054,89"
"Nordeste";"AL";"2021";"FUNDEB - ITR";"R$124.890,60"
"Nordeste";"AL";"2021";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"AL";"2022";"FUNDEB - AFE";"R$834.185,60"
"Nordeste";"AL";"2022";"FUNDEB - COUN VAAF";"R$179.762.084,04"
"Nordeste";"AL";"2022";"FUNDEB - FPE";"R$345.862.526,25"
"Nordeste";"AL";"2022";"FUNDEB - FPM";"R$191.936.689,24"
"Nordeste";"AL";"2022";"FUNDEB - ICMS";"R$325.017.821,65"
"Nordeste";"AL";"2022";"FUNDEB - IPI-EXP";"R$115.961,49"
"Nordeste";"AL";"2022";"FUNDEB - IPVA";"R$26.954.926,18"
"Nordeste";"AL";"2022";"FUNDEB - ITCMD";"R$2.170.829,16"
"Nordeste";"AL";"2022";"FUNDEB - ITR";"R$179.096,97"
"Nordeste";"AL";"2023";"FUNDEB - COUN VAAF";"R$179.000.188,46"
"Nordeste";"AL";"2023";"FUNDEB - COUN VAAR";"R$18.797.157,61"
"Nordeste";"AL";"2023";"FUNDEB - FPE";"R$371.824.905,39"
"Nordeste";"AL";"2023";"FUNDEB - FPM";"R$206.679.021,45"
"Nordeste";"AL";"2023";"FUNDEB - ICMS";"R$388.243.585,75"
"Nordeste";"AL";"2023";"FUNDEB - IPI-EXP";"R$165.507,20"
"Nordeste";"AL";"2023";"FUNDEB - IPVA";"R$33.756.254,57"
"Nordeste";"AL";"2023";"FUNDEB - ITCMD";"R$2.745.425,48"
"Nordeste";"AL";"2023";"FUNDEB - ITR";"R$361.821,46"
"Nordeste";"AL";"2024";"FUNDEB - COUN VAAF";"R$166.343.926,78"
"Nordeste";"AL";"2024";"FUNDEB - COUN VAAR";"R$37.537.893,96"
"Nordeste";"AL";"2024";"FUNDEB - FPE";"R$414.814.469,95"
"Nordeste";"AL";"2024";"FUNDEB - FPM";"R$223.228.535,67"
"Nordeste";"AL";"2024";"FUNDEB - ICMS";"R$441.230.086,20"
"Nordeste";"AL";"2024";"FUNDEB - IPI-EXP";"R$409.968,96"
"Nordeste";"AL";"2024";"FUNDEB - IPVA";"R$34.895.019,36"
"Nordeste";"AL";"2024";"FUNDEB - ITCMD";"R$3.768.468,21"
"Nordeste";"AL";"2024";"FUNDEB - ITR";"R$570.239,50"
"Nordeste";"AL";"2025";"FUNDEB - COUN VAAF";"R$236.393.166,88"
"Nordeste";"AL";"2025";"FUNDEB - COUN VAAR";"R$81.780.780,31"
"Nordeste";"AL";"2025";"FUNDEB - FPE";"R$464.899.615,67"
"Nordeste";"AL";"2025";"FUNDEB - FPM";"R$255.859.226,22"
"Nordeste";"AL";"2025";"FUNDEB - FUNDEB - FTI";"R$10.834.576,14"
"Nordeste";"AL";"2025";"FUNDEB - ICMS";"R$485.370.996,89"
"Nordeste";"AL";"2025";"FUNDEB - IPI-EXP";"R$517.174,42"
"Nordeste";"AL";"2025";"FUNDEB - IPVA";"R$40.609.906,99"
"Nordeste";"AL";"2025";"FUNDEB - ITCMD";"R$3.900.592,52"
"Nordeste";"AL";"2025";"FUNDEB - ITR";"R$11.788.059,73"
"Nordeste";"AL";"2026";"FUNDEB - COUN VAAF";"R$121.313.999,20"
"Nordeste";"AL";"2026";"FUNDEB - COUN VAAR";"R$38.881.125,98"
"Nordeste";"AL";"2026";"FUNDEB - COUN VAAT";"R$0,00"
"Nordeste";"AL";"2026";"FUNDEB - FPE";"R$332.328.251,64"
"Nordeste";"AL";"2026";"FUNDEB - FPM";"R$183.163.459,57"
"Nordeste";"AL";"2026";"FUNDEB - FUNDEB - FTI";"R$1.911.984,02"
"Nordeste";"AL";"2026";"FUNDEB - ICMS";"R$342.068.711,30"
"Nordeste";"AL";"2026";"FUNDEB - IPI-EXP";"R$304.081,80"
"Nordeste";"AL";"2026";"FUNDEB - IPVA";"R$31.545.090,11"
"Nordeste";"AL";"2026";"FUNDEB - ITCMD";"R$2.733.718,56"
"Nordeste";"AL";"2026";"FUNDEB - ITR";"R$174.764,08"
"Nordeste";"BA";"2016";"FUNDEB - COUN";"R$828.405.873,46"
"Nordeste";"BA";"2016";"FUNDEB - FPE";"R$466.976.527,64"
"Nordeste";"BA";"2016";"FUNDEB - FPM";"R$490.391.368,47"
"Nordeste";"BA";"2016";"FUNDEB - ICMS";"R$1.087.036.039,19"
"Nordeste";"BA";"2016";"FUNDEB - IPI-EXP";"R$11.875.601,63"
"Nordeste";"BA";"2016";"FUNDEB - IPVA";"R$62.283.610,14"
"Nordeste";"BA";"2016";"FUNDEB - ITCMD";"R$7.522.060,14"
"Nordeste";"BA";"2016";"FUNDEB - ITR";"R$2.260.562,92"
"Nordeste";"BA";"2016";"FUNDEB - LC 87";"R$4.174.657,11"
"Nordeste";"BA";"2017";"FUNDEB - COUN";"R$751.117.934,82"
"Nordeste";"BA";"2017";"FUNDEB - FPE";"R$460.371.413,69"
"Nordeste";"BA";"2017";"FUNDEB - FPM";"R$480.329.433,74"
"Nordeste";"BA";"2017";"FUNDEB - ICMS";"R$1.196.906.961,86"
"Nordeste";"BA";"2017";"FUNDEB - IPI-EXP";"R$14.373.833,24"
"Nordeste";"BA";"2017";"FUNDEB - IPVA";"R$68.669.457,72"
"Nordeste";"BA";"2017";"FUNDEB - ITCMD";"R$7.207.787,56"
"Nordeste";"BA";"2017";"FUNDEB - ITR";"R$2.565.503,30"
"Nordeste";"BA";"2017";"FUNDEB - LC 87";"R$4.282.463,04"
"Nordeste";"BA";"2018";"FUNDEB - COUN";"R$772.001.124,75"
"Nordeste";"BA";"2018";"FUNDEB - FPE";"R$478.753.034,84"
"Nordeste";"BA";"2018";"FUNDEB - FPM";"R$494.067.729,18"
"Nordeste";"BA";"2018";"FUNDEB - ICMS";"R$1.313.195.526,87"
"Nordeste";"BA";"2018";"FUNDEB - IPI-EXP";"R$13.751.785,09"
"Nordeste";"BA";"2018";"FUNDEB - IPVA";"R$72.586.158,26"
"Nordeste";"BA";"2018";"FUNDEB - ITCMD";"R$7.565.255,94"
"Nordeste";"BA";"2018";"FUNDEB - ITR";"R$2.402.666,78"
"Nordeste";"BA";"2018";"FUNDEB - LC 87";"R$4.080.366,45"
"Nordeste";"BA";"2019";"FUNDEB - COUN";"R$816.529.266,96"
"Nordeste";"BA";"2019";"FUNDEB - FPE";"R$513.848.638,73"
"Nordeste";"BA";"2019";"FUNDEB - FPM";"R$531.681.254,00"
"Nordeste";"BA";"2019";"FUNDEB - ICMS";"R$1.354.604.250,07"
"Nordeste";"BA";"2019";"FUNDEB - IPI-EXP";"R$13.394.713,87"
"Nordeste";"BA";"2019";"FUNDEB - IPVA";"R$80.166.062,24"
"Nordeste";"BA";"2019";"FUNDEB - ITCMD";"R$8.217.023,30"
"Nordeste";"BA";"2019";"FUNDEB - ITR";"R$2.226.552,40"
"Nordeste";"BA";"2019";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"BA";"2020";"FUNDEB - COUN";"R$735.574.217,14"
"Nordeste";"BA";"2020";"FUNDEB - FPE";"R$469.293.146,75"
"Nordeste";"BA";"2020";"FUNDEB - FPM";"R$483.082.044,71"
"Nordeste";"BA";"2020";"FUNDEB - ICMS";"R$1.327.690.980,02"
"Nordeste";"BA";"2020";"FUNDEB - IPI-EXP";"R$12.573.918,65"
"Nordeste";"BA";"2020";"FUNDEB - IPVA";"R$79.900.618,49"
"Nordeste";"BA";"2020";"FUNDEB - ITCMD";"R$11.595.949,48"
"Nordeste";"BA";"2020";"FUNDEB - ITR";"R$2.407.935,22"
"Nordeste";"BA";"2020";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"BA";"2021";"FUNDEB - COUN";"R$0,00"
"Nordeste";"BA";"2021";"FUNDEB - COUN VAAF";"R$915.484.766,67"
"Nordeste";"BA";"2021";"FUNDEB - FPE";"R$662.285.716,66"
"Nordeste";"BA";"2021";"FUNDEB - FPM";"R$690.384.516,24"
"Nordeste";"BA";"2021";"FUNDEB - ICMS";"R$1.794.231.858,61"
"Nordeste";"BA";"2021";"FUNDEB - IPI-EXP";"R$16.160.520,40"
"Nordeste";"BA";"2021";"FUNDEB - IPVA";"R$89.572.082,17"
"Nordeste";"BA";"2021";"FUNDEB - ITCMD";"R$12.291.013,89"
"Nordeste";"BA";"2021";"FUNDEB - ITR";"R$2.920.286,23"
"Nordeste";"BA";"2021";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"BA";"2022";"FUNDEB - AFE";"R$6.377.497,85"
"Nordeste";"BA";"2022";"FUNDEB - COUN VAAF";"R$1.274.862.427,01"
"Nordeste";"BA";"2022";"FUNDEB - FPE";"R$855.977.304,38"
"Nordeste";"BA";"2022";"FUNDEB - FPM";"R$904.772.821,27"
"Nordeste";"BA";"2022";"FUNDEB - ICMS";"R$1.986.036.846,93"
"Nordeste";"BA";"2022";"FUNDEB - IPI-EXP";"R$12.947.025,91"
"Nordeste";"BA";"2022";"FUNDEB - IPVA";"R$117.668.252,41"
"Nordeste";"BA";"2022";"FUNDEB - ITCMD";"R$14.556.179,11"
"Nordeste";"BA";"2022";"FUNDEB - ITR";"R$3.904.625,88"
"Nordeste";"BA";"2023";"FUNDEB - COUN VAAF";"R$1.116.263.991,55"
"Nordeste";"BA";"2023";"FUNDEB - COUN VAAR";"R$37.917.703,33"
"Nordeste";"BA";"2023";"FUNDEB - FPE";"R$828.638.767,68"
"Nordeste";"BA";"2023";"FUNDEB - FPM";"R$868.669.866,60"
"Nordeste";"BA";"2023";"FUNDEB - ICMS";"R$1.947.989.146,58"
"Nordeste";"BA";"2023";"FUNDEB - IPI-EXP";"R$13.646.684,72"
"Nordeste";"BA";"2023";"FUNDEB - IPVA";"R$131.566.517,96"
"Nordeste";"BA";"2023";"FUNDEB - ITCMD";"R$16.759.118,12"
"Nordeste";"BA";"2023";"FUNDEB - ITR";"R$3.948.874,58"
"Nordeste";"BA";"2024";"FUNDEB - COUN VAAF";"R$1.077.153.129,35"
"Nordeste";"BA";"2024";"FUNDEB - COUN VAAR";"R$70.717.678,01"
"Nordeste";"BA";"2024";"FUNDEB - FPE";"R$893.604.599,04"
"Nordeste";"BA";"2024";"FUNDEB - FPM";"R$931.333.673,83"
"Nordeste";"BA";"2024";"FUNDEB - ICMS";"R$2.029.448.143,11"
"Nordeste";"BA";"2024";"FUNDEB - IPI-EXP";"R$17.844.211,56"
"Nordeste";"BA";"2024";"FUNDEB - IPVA";"R$130.810.885,12"
"Nordeste";"BA";"2024";"FUNDEB - ITCMD";"R$15.893.611,53"
"Nordeste";"BA";"2024";"FUNDEB - ITR";"R$4.321.457,48"
"Nordeste";"BA";"2025";"FUNDEB - COUN VAAF";"R$1.354.904.665,64"
"Nordeste";"BA";"2025";"FUNDEB - COUN VAAR";"R$11.043.372,07"
"Nordeste";"BA";"2025";"FUNDEB - FPE";"R$993.828.048,76"
"Nordeste";"BA";"2025";"FUNDEB - FPM";"R$1.033.949.831,37"
"Nordeste";"BA";"2025";"FUNDEB - FUNDEB - FTI";"R$143.530.143,48"
"Nordeste";"BA";"2025";"FUNDEB - ICMS";"R$2.279.174.952,98"
"Nordeste";"BA";"2025";"FUNDEB - IPI-EXP";"R$16.177.874,31"
"Nordeste";"BA";"2025";"FUNDEB - IPVA";"R$146.266.646,84"
"Nordeste";"BA";"2025";"FUNDEB - ITCMD";"R$20.664.809,51"
"Nordeste";"BA";"2025";"FUNDEB - ITR";"R$4.322.953,31"
"Nordeste";"BA";"2026";"FUNDEB - COUN VAAF";"R$632.592.903,22"
"Nordeste";"BA";"2026";"FUNDEB - COUN VAAR";"R$0,00"
"Nordeste";"BA";"2026";"FUNDEB - COUN VAAT";"R$0,00"
"Nordeste";"BA";"2026";"FUNDEB - FPE";"R$675.851.531,97"
"Nordeste";"BA";"2026";"FUNDEB - FPM";"R$708.744.283,97"
"Nordeste";"BA";"2026";"FUNDEB - FUNDEB - FTI";"R$25.328.848,85"
"Nordeste";"BA";"2026";"FUNDEB - ICMS";"R$1.345.793.072,83"
"Nordeste";"BA";"2026";"FUNDEB - IPI-EXP";"R$10.750.171,20"
"Nordeste";"BA";"2026";"FUNDEB - IPVA";"R$100.547.756,85"
"Nordeste";"BA";"2026";"FUNDEB - ITCMD";"R$12.358.316,77"
"Nordeste";"BA";"2026";"FUNDEB - ITR";"R$406.564,87"
"Nordeste";"CE";"2016";"FUNDEB - COUN";"R$401.635.413,46"
"Nordeste";"CE";"2016";"FUNDEB - FPE";"R$309.704.043,81"
"Nordeste";"CE";"2016";"FUNDEB - FPM";"R$221.447.866,46"
"Nordeste";"CE";"2016";"FUNDEB - ICMS";"R$486.461.284,06"
"Nordeste";"CE";"2016";"FUNDEB - IPI-EXP";"R$1.490.448,70"
"Nordeste";"CE";"2016";"FUNDEB - IPVA";"R$35.595.178,68"
"Nordeste";"CE";"2016";"FUNDEB - ITCMD";"R$32.322.501,16"
"Nordeste";"CE";"2016";"FUNDEB - ITR";"R$92.746,32"
"Nordeste";"CE";"2016";"FUNDEB - LC 87";"R$1.550.259,84"
"Nordeste";"CE";"2017";"FUNDEB - COUN";"R$304.282.917,17"
"Nordeste";"CE";"2017";"FUNDEB - FPE";"R$309.139.724,28"
"Nordeste";"CE";"2017";"FUNDEB - FPM";"R$220.344.948,11"
"Nordeste";"CE";"2017";"FUNDEB - ICMS";"R$546.325.709,27"
"Nordeste";"CE";"2017";"FUNDEB - IPI-EXP";"R$1.685.458,94"
"Nordeste";"CE";"2017";"FUNDEB - IPVA";"R$43.600.990,25"
"Nordeste";"CE";"2017";"FUNDEB - ITCMD";"R$3.613.303,36"
"Nordeste";"CE";"2017";"FUNDEB - ITR";"R$97.766,95"
"Nordeste";"CE";"2017";"FUNDEB - LC 87";"R$1.613.847,00"
"Nordeste";"CE";"2018";"FUNDEB - COUN";"R$339.119.130,01"
"Nordeste";"CE";"2018";"FUNDEB - FPE";"R$311.703.781,31"
"Nordeste";"CE";"2018";"FUNDEB - FPM";"R$223.261.634,11"
"Nordeste";"CE";"2018";"FUNDEB - ICMS";"R$552.881.891,66"
"Nordeste";"CE";"2018";"FUNDEB - IPI-EXP";"R$2.521.642,62"
"Nordeste";"CE";"2018";"FUNDEB - IPVA";"R$44.080.774,19"
"Nordeste";"CE";"2018";"FUNDEB - ITCMD";"R$8.693.527,10"
"Nordeste";"CE";"2018";"FUNDEB - ITR";"R$117.021,40"
"Nordeste";"CE";"2018";"FUNDEB - LC 87";"R$1.492.899,36"
"Nordeste";"CE";"2019";"FUNDEB - COUN";"R$426.110.747,11"
"Nordeste";"CE";"2019";"FUNDEB - FPE";"R$335.277.714,71"
"Nordeste";"CE";"2019";"FUNDEB - FPM";"R$240.795.763,12"
"Nordeste";"CE";"2019";"FUNDEB - ICMS";"R$599.305.855,01"
"Nordeste";"CE";"2019";"FUNDEB - IPI-EXP";"R$2.470.994,66"
"Nordeste";"CE";"2019";"FUNDEB - IPVA";"R$48.771.878,78"
"Nordeste";"CE";"2019";"FUNDEB - ITCMD";"R$27.090.543,82"
"Nordeste";"CE";"2019";"FUNDEB - ITR";"R$85.785,06"
"Nordeste";"CE";"2019";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"CE";"2020";"FUNDEB - COUN";"R$423.987.724,82"
"Nordeste";"CE";"2020";"FUNDEB - FPE";"R$309.328.189,84"
"Nordeste";"CE";"2020";"FUNDEB - FPM";"R$221.329.681,36"
"Nordeste";"CE";"2020";"FUNDEB - ICMS";"R$575.387.920,75"
"Nordeste";"CE";"2020";"FUNDEB - IPI-EXP";"R$2.555.577,34"
"Nordeste";"CE";"2020";"FUNDEB - IPVA";"R$49.614.243,13"
"Nordeste";"CE";"2020";"FUNDEB - ITCMD";"R$3.318.846,24"
"Nordeste";"CE";"2020";"FUNDEB - ITR";"R$81.625,13"
"Nordeste";"CE";"2020";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"CE";"2021";"FUNDEB - COUN";"R$0,00"
"Nordeste";"CE";"2021";"FUNDEB - COUN VAAF";"R$579.958.007,52"
"Nordeste";"CE";"2021";"FUNDEB - FPE";"R$450.932.660,28"
"Nordeste";"CE";"2021";"FUNDEB - FPM";"R$328.554.915,34"
"Nordeste";"CE";"2021";"FUNDEB - ICMS";"R$812.890.380,77"
"Nordeste";"CE";"2021";"FUNDEB - IPI-EXP";"R$3.422.423,69"
"Nordeste";"CE";"2021";"FUNDEB - IPVA";"R$57.427.800,60"
"Nordeste";"CE";"2021";"FUNDEB - ITCMD";"R$4.406.113,59"
"Nordeste";"CE";"2021";"FUNDEB - ITR";"R$124.740,42"
"Nordeste";"CE";"2021";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"CE";"2022";"FUNDEB - AFE";"R$1.570.340,20"
"Nordeste";"CE";"2022";"FUNDEB - COUN VAAF";"R$727.461.066,70"
"Nordeste";"CE";"2022";"FUNDEB - FPE";"R$546.945.257,20"
"Nordeste";"CE";"2022";"FUNDEB - FPM";"R$411.145.917,84"
"Nordeste";"CE";"2022";"FUNDEB - ICMS";"R$868.387.083,61"
"Nordeste";"CE";"2022";"FUNDEB - IPI-EXP";"R$2.502.340,10"
"Nordeste";"CE";"2022";"FUNDEB - IPVA";"R$75.284.792,20"
"Nordeste";"CE";"2022";"FUNDEB - ITCMD";"R$7.182.891,30"
"Nordeste";"CE";"2022";"FUNDEB - ITR";"R$170.156,17"
"Nordeste";"CE";"2023";"FUNDEB - COUN VAAF";"R$714.000.104,09"
"Nordeste";"CE";"2023";"FUNDEB - FPE";"R$564.350.557,58"
"Nordeste";"CE";"2023";"FUNDEB - FPM";"R$416.592.157,19"
"Nordeste";"CE";"2023";"FUNDEB - ICMS";"R$868.625.365,44"
"Nordeste";"CE";"2023";"FUNDEB - IPI-EXP";"R$2.743.076,91"
"Nordeste";"CE";"2023";"FUNDEB - IPVA";"R$92.737.256,52"
"Nordeste";"CE";"2023";"FUNDEB - ITCMD";"R$5.607.787,83"
"Nordeste";"CE";"2023";"FUNDEB - ITR";"R$170.111,08"
"Nordeste";"CE";"2024";"FUNDEB - COUN VAAF";"R$814.761.300,88"
"Nordeste";"CE";"2024";"FUNDEB - FPE";"R$634.492.314,50"
"Nordeste";"CE";"2024";"FUNDEB - FPM";"R$466.006.600,22"
"Nordeste";"CE";"2024";"FUNDEB - ICMS";"R$967.363.462,36"
"Nordeste";"CE";"2024";"FUNDEB - IPI-EXP";"R$2.873.441,10"
"Nordeste";"CE";"2024";"FUNDEB - IPVA";"R$95.064.587,21"
